지점명,일시,기온(°C),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),전운량(10분위),중하층운량(10분위),시정(10m),지면온도(°C)
백령도,2024-01-28 04:00,-0.7,4.2,290.0,60.0,3.5,-7.5,1021.5,1026.1,0.0,0.0,4225.0,-3.5
백령도,2024-01-28 05:00,-0.1,4.8,320.0,59.0,3.6,-7.1,1021.3,1025.9,7.0,7.0,2926.0,-2.6
백령도,2024-01-28 06:00,-0.2,5.7,320.0,53.0,3.2,-8.6,1021.3,1025.9,5.0,5.0,3847.0,-3.0
백령도,2024-01-28 07:00,-0.4,3.7,340.0,60.0,3.6,-7.2,1022.0,1026.6,6.0,6.0,2722.0,-2.6
백령도,2024-01-28 08:00,-0.7,4.9,320.0,58.0,3.4,-7.9,1023.0,1027.6,7.0,7.0,2362.0,-2.8
백령도,2024-01-28 09:00,-0.6,3.4,340.0,57.0,3.3,-8.0,1023.5,1028.1,7.0,7.0,2174.0,-2.0
백령도,2024-01-28 10:00,-0.3,4.0,320.0,56.0,3.3,-8.0,1024.1,1028.7,8.0,8.0,2224.0,-0.3
백령도,2024-01-28 11:00,0.5,3.3,320.0,56.0,3.6,-7.2,1024.7,1029.3,8.0,8.0,2424.0,0.2
백령도,2024-01-28 12:00,1.1,3.5,320.0,52.0,3.5,-7.6,1024.5,1029.1,4.0,4.0,2658.0,4.1
백령도,2024-01-28 13:00,0.7,3.6,320.0,52.0,3.3,-8.0,1024.4,1029.0,4.0,4.0,2331.0,6.5
백령도,2024-01-28 14:00,1.5,3.6,320.0,51.0,3.5,-7.5,1023.9,1028.5,2.0,2.0,2521.0,9.3
백령도,2024-01-28 15:00,1.2,3.9,320.0,52.0,3.5,-7.5,1024.0,1028.6,0.0,0.0,2644.0,8.3
백령도,2024-01-28 16:00,1.1,4.0,320.0,54.0,3.6,-7.1,1024.3,1028.9,0.0,0.0,2755.0,4.4
백령도,2024-01-28 17:00,0.6,3.1,320.0,57.0,3.6,-6.9,1024.6,1029.2,0.0,0.0,2461.0,0.2
백령도,2024-01-28 18:00,-0.2,3.4,320.0,58.0,3.5,-7.4,1024.9,1029.5,0.0,0.0,2452.0,0.1
백령도,2024-01-28 19:00,-0.4,2.9,340.0,59.0,3.5,-7.4,1025.1,1029.7,0.0,0.0,2445.0,-1.3
백령도,2024-01-28 20:00,-0.2,3.0,320.0,58.0,3.5,-7.4,1025.5,1030.1,0.0,0.0,3144.0,-1.9
백령도,2024-01-28 21:00,-0.2,2.5,340.0,60.0,3.6,-7.0,1025.4,1030.0,0.0,0.0,3452.0,-2.5
백령도,2024-01-28 22:00,-1.3,1.0,270.0,65.0,3.6,-7.0,1025.7,1030.3,0.0,0.0,2778.0,-3.1
백령도,2024-01-28 23:00,-0.7,0.8,20.0,66.0,3.8,-6.2,1025.7,1030.3,1.0,1.0,2347.0,-3.6
백령도,2024-01-29 00:00,-0.4,1.0,110.0,70.0,4.2,-5.2,1025.8,1030.4,7.0,7.0,2187.0,-3.5
백령도,2024-01-29 01:00,-0.5,1.6,110.0,72.0,4.2,-4.9,1025.6,1030.2,7.0,7.0,2000.0,-2.3
백령도,2024-01-29 02:00,0.1,1.4,110.0,71.0,4.4,-4.5,1025.3,1029.9,9.0,9.0,2173.0,-1.7
백령도,2024-01-29 03:00,0.2,1.7,140.0,75.0,4.6,-3.7,1025.5,1030.1,9.0,9.0,1767.0,-1.3
백령도,2024-01-29 04:00,0.1,1.2,140.0,75.0,4.6,-3.8,1025.3,1029.9,9.0,9.0,1768.0,-1.3
백령도,2024-01-29 05:00,0.0,1.3,90.0,78.0,4.8,-3.3,1025.5,1030.1,8.0,8.0,1860.0,-1.7
백령도,2024-01-29 06:00,-0.6,2.0,90.0,82.0,4.8,-3.2,1025.4,1030.0,6.0,6.0,1616.0,-3.1
백령도,2024-01-29 07:00,0.1,2.0,110.0,80.0,4.9,-2.9,1025.8,1030.4,9.0,9.0,1786.0,-2.5
백령도,2024-01-29 08:00,0.6,1.9,110.0,79.0,5.0,-2.6,1026.0,1030.6,9.0,9.0,1594.0,-1.4
백령도,2024-01-29 09:00,1.1,1.7,90.0,79.0,5.2,-2.1,1026.4,1031.0,9.0,9.0,1555.0,-0.7
백령도,2024-01-29 10:00,2.3,0.5,110.0,72.0,5.2,-2.2,1026.7,1031.3,7.0,7.0,1671.0,0.1
백령도,2024-01-29 11:00,3.9,2.9,140.0,64.0,5.2,-2.3,1026.6,1031.1,5.0,5.0,1857.0,3.5
백령도,2024-01-29 12:00,3.1,2.8,90.0,71.0,5.4,-1.6,1026.5,1031.1,5.0,5.0,1685.0,3.0
백령도,2024-01-29 13:00,4.3,3.1,110.0,62.0,5.2,-2.3,1025.7,1030.2,5.0,5.0,1633.0,7.6
백령도,2024-01-29 14:00,3.5,2.2,140.0,63.0,5.0,-2.8,1025.6,1030.1,5.0,5.0,1645.0,4.6
백령도,2024-01-29 15:00,3.4,2.5,70.0,65.0,5.1,-2.5,1025.4,1029.9,4.0,4.0,1717.0,4.1
백령도,2024-01-29 16:00,3.0,2.0,90.0,66.0,5.0,-2.7,1025.6,1030.2,5.0,5.0,1474.0,1.7
백령도,2024-01-29 17:00,3.0,0.3,0.0,62.0,4.7,-3.5,1025.8,1030.4,5.0,5.0,1297.0,0.6
백령도,2024-01-29 18:00,2.2,0.2,0.0,64.0,4.6,-3.9,1025.8,1030.4,5.0,2.0,1148.0,-0.2
백령도,2024-01-29 19:00,1.7,0.0,0.0,66.0,4.6,-3.9,1026.0,1030.6,6.0,1.0,935.0,-0.7
백령도,2024-01-29 20:00,2.0,0.0,0.0,64.0,4.5,-4.1,1026.2,1030.8,3.0,1.0,1152.0,-1.7
백령도,2024-01-29 21:00,1.4,0.0,0.0,64.0,4.3,-4.6,1026.4,1031.0,1.0,1.0,1134.0,-2.2
백령도,2024-01-29 22:00,1.9,0.0,0.0,61.0,4.3,-4.8,1026.2,1030.8,2.0,2.0,1214.0,-2.6
백령도,2024-01-29 23:00,1.0,0.0,0.0,64.0,4.2,-5.0,1026.2,1030.8,4.0,0.0,1141.0,-3.3
백령도,2024-01-30 00:00,1.4,0.0,0.0,76.0,5.2,-2.3,1026.3,1030.9,1.0,1.0,1077.0,-3.5
백령도,2024-01-30 01:00,1.3,1.5,140.0,79.0,5.3,-1.9,1026.1,1030.7,0.0,0.0,1109.0,-3.6
백령도,2024-01-30 02:00,1.2,1.8,140.0,77.0,5.2,-2.3,1026.2,1030.8,0.0,0.0,1119.0,-3.8
백령도,2024-01-30 03:00,1.0,1.4,110.0,79.0,5.2,-2.2,1026.0,1030.6,1.0,1.0,1042.0,-3.8
백령도,2024-01-30 04:00,1.1,1.9,140.0,77.0,5.1,-2.4,1025.8,1030.4,2.0,2.0,1082.0,-4.0
백령도,2024-01-30 05:00,0.4,2.2,110.0,90.0,5.7,-1.0,1025.3,1029.9,0.0,0.0,566.0,-3.6
백령도,2024-01-30 06:00,0.2,2.7,90.0,90.0,5.6,-1.2,1025.3,1029.9,0.0,0.0,556.0,-3.3
백령도,2024-01-30 07:00,0.3,1.9,110.0,91.0,5.7,-1.0,1025.5,1030.1,0.0,0.0,635.0,-3.6
백령도,2024-01-30 08:00,0.5,2.6,140.0,88.0,5.6,-1.2,1025.8,1030.4,1.0,1.0,738.0,-3.8
백령도,2024-01-30 09:00,1.5,2.7,140.0,87.0,5.9,-0.4,1026.0,1030.6,0.0,0.0,904.0,-1.8
백령도,2024-01-30 10:00,2.4,3.9,140.0,83.0,6.1,-0.1,1025.6,1030.2,4.0,4.0,1047.0,0.1
백령도,2024-01-30 11:00,2.9,4.3,140.0,82.0,6.2,0.1,1025.6,1030.2,4.0,4.0,960.0,2.8
백령도,2024-01-30 12:00,3.3,4.5,110.0,76.0,5.9,-0.5,1025.0,1029.5,5.0,5.0,999.0,5.3
백령도,2024-01-30 13:00,3.9,4.2,140.0,65.0,5.3,-2.0,1023.8,1028.3,0.0,0.0,1134.0,9.1
백령도,2024-01-30 14:00,4.3,4.1,140.0,55.0,4.6,-3.9,1023.0,1027.5,5.0,0.0,1245.0,10.4
백령도,2024-01-30 15:00,3.8,3.7,160.0,55.0,4.4,-4.4,1022.7,1027.2,6.0,0.0,1229.0,8.6
백령도,2024-01-30 16:00,4.0,2.3,160.0,49.0,4.0,-5.7,1022.3,1026.8,7.0,0.0,1359.0,7.1
백령도,2024-01-30 17:00,3.0,2.6,180.0,57.0,4.3,-4.7,1022.4,1026.9,3.0,0.0,1177.0,2.6
백령도,2024-01-30 18:00,1.7,1.1,200.0,64.0,4.4,-4.3,1022.2,1026.8,0.0,0.0,1140.0,0.1
백령도,2024-01-30 19:00,1.4,0.9,200.0,68.0,4.6,-3.8,1022.0,1026.6,0.0,0.0,1076.0,-0.5
백령도,2024-01-30 20:00,1.2,2.3,200.0,69.0,4.6,-3.8,1022.3,1026.9,4.0,4.0,555.0,-0.9
백령도,2024-01-30 21:00,1.5,0.9,90.0,69.0,4.7,-3.5,1021.3,1025.9,7.0,7.0,1152.0,-1.3
백령도,2024-01-30 22:00,0.8,1.5,290.0,72.0,4.7,-3.6,1021.6,1026.2,8.0,6.0,1092.0,-1.5
백령도,2024-01-30 23:00,1.8,0.0,0.0,70.0,4.9,-3.0,1021.2,1025.8,10.0,9.0,1095.0,-0.7
백령도,2024-01-31 00:00,1.8,0.3,0.0,70.0,4.9,-3.0,1021.0,1025.6,10.0,10.0,1031.0,-0.5
백령도,2024-01-31 01:00,2.2,0.1,0.0,72.0,5.2,-2.3,1021.3,1025.9,10.0,7.0,1081.0,-0.5
백령도,2024-01-31 02:00,2.0,0.2,0.0,74.0,5.2,-2.1,1020.8,1025.4,10.0,9.0,983.0,-0.4
백령도,2024-01-31 03:00,2.1,1.7,70.0,75.0,5.4,-1.8,1020.2,1024.7,9.0,9.0,912.0,-0.2
백령도,2024-01-31 04:00,2.2,1.2,140.0,82.0,5.9,-0.5,1020.2,1024.7,9.0,9.0,603.0,-0.2
백령도,2024-01-31 05:00,2.0,1.0,70.0,79.0,5.6,-1.2,1020.1,1024.7,9.0,9.0,754.0,-0.2
백령도,2024-01-31 06:00,2.2,0.2,0.0,76.0,5.4,-1.6,1020.6,1025.1,9.0,9.0,835.0,-0.5
백령도,2024-01-31 07:00,1.8,1.8,70.0,81.0,5.6,-1.1,1020.5,1025.1,7.0,7.0,698.0,-1.2
백령도,2024-01-31 08:00,1.8,1.5,90.0,81.0,5.6,-1.1,1020.6,1025.2,2.0,2.0,669.0,-1.7
백령도,2024-01-31 09:00,2.8,1.6,110.0,80.0,6.0,-0.3,1020.8,1025.3,0.0,0.0,670.0,-0.6
백령도,2024-01-31 10:00,4.2,2.0,90.0,69.0,5.7,-0.9,1020.8,1025.3,0.0,0.0,922.0,0.5
백령도,2024-01-31 11:00,5.7,1.2,110.0,59.0,5.4,-1.7,1020.9,1025.4,0.0,0.0,1214.0,5.0
백령도,2024-01-31 12:00,6.3,1.8,340.0,57.0,5.4,-1.6,1020.5,1025.0,6.0,0.0,1326.0,9.6
백령도,2024-01-31 13:00,4.8,2.1,320.0,66.0,5.7,-1.0,1020.1,1024.6,9.0,9.0,1104.0,7.4
백령도,2024-01-31 14:00,6.0,2.6,290.0,60.0,5.6,-1.1,1019.7,1024.2,9.0,9.0,1950.0,8.6
백령도,2024-01-31 15:00,6.0,2.8,290.0,63.0,5.9,-0.5,1019.2,1023.7,9.0,9.0,2403.0,7.5
백령도,2024-01-31 16:00,3.4,7.0,360.0,87.0,6.8,1.4,1019.4,1023.9,9.0,9.0,250.0,4.9
백령도,2024-01-31 17:00,2.3,6.4,360.0,81.0,5.8,-0.6,1020.1,1024.6,8.0,8.0,350.0,3.2
백령도,2024-01-31 18:00,1.5,7.9,340.0,86.0,5.9,-0.5,1020.2,1024.8,8.0,8.0,367.0,1.7
백령도,2024-01-31 19:00,0.8,6.5,360.0,81.0,5.3,-2.0,1020.9,1025.5,0.0,0.0,452.0,-0.3
백령도,2024-01-31 20:00,0.5,7.1,340.0,77.0,4.9,-3.0,1021.1,1025.7,0.0,0.0,557.0,0.1
백령도,2024-01-31 21:00,0.3,7.9,360.0,68.0,4.2,-4.9,1021.3,1025.9,0.0,0.0,869.0,-0.1
백령도,2024-01-31 22:00,0.1,7.7,360.0,65.0,4.0,-5.7,1021.4,1026.0,1.0,0.0,1097.0,-0.9
백령도,2024-01-31 23:00,-0.3,8.5,360.0,68.0,4.1,-5.4,1021.5,1026.1,2.0,0.0,1129.0,-1.3
백령도,2024-02-01 00:00,-0.6,9.5,360.0,69.0,4.1,-5.5,1021.8,1026.4,4.0,0.0,1193.0,-1.7
백령도,2024-02-01 01:00,-0.9,8.9,360.0,68.0,3.9,-6.0,1022.3,1026.9,0.0,0.0,1235.0,-2.0
백령도,2024-02-01 02:00,-1.5,9.7,360.0,68.0,3.7,-6.6,1022.3,1026.9,4.0,0.0,1410.0,-2.3
백령도,2024-02-01 03:00,-1.9,10.8,360.0,69.0,3.7,-6.8,1022.6,1027.2,0.0,0.0,1529.0,-2.8
백령도,2024-02-01 04:00,-2.3,9.9,360.0,64.0,3.3,-8.1,1023.3,1027.9,6.0,0.0,1630.0,-3.0
백령도,2024-02-01 05:00,-2.7,9.8,360.0,64.0,3.2,-8.5,1023.6,1028.2,9.0,0.0,1839.0,-3.0
백령도,2024-02-01 06:00,-3.1,9.4,360.0,64.0,3.1,-8.9,1023.9,1028.6,5.0,0.0,2069.0,-3.5
백령도,2024-02-01 07:00,-3.8,9.0,360.0,64.0,3.0,-9.6,1024.9,1029.6,7.0,7.0,2204.0,-3.6
백령도,2024-02-01 08:00,-4.1,9.4,360.0,63.0,2.8,-10.1,1024.9,1029.6,8.0,0.0,2467.0,-3.8
백령도,2024-02-01 09:00,-4.0,6.6,360.0,62.0,2.8,-10.2,1025.4,1030.1,8.0,3.0,2617.0,-2.8
백령도,2024-02-01 10:00,-3.7,9.7,360.0,59.0,2.8,-10.5,1025.0,1029.7,6.0,0.0,2896.0,-1.0
백령도,2024-02-01 11:00,-3.3,9.1,360.0,54.0,2.6,-11.3,1024.7,1029.4,3.0,0.0,3907.0,0.0
백령도,2024-02-01 12:00,-2.9,8.9,360.0,51.0,2.5,-11.6,1023.8,1028.5,2.0,0.0,3728.0,0.7
백령도,2024-02-01 13:00,-3.0,8.4,360.0,53.0,2.6,-11.2,1023.2,1027.9,2.0,0.0,3587.0,2.7
백령도,2024-02-01 14:00,-3.0,9.0,340.0,58.0,2.8,-10.1,1022.9,1027.6,3.0,0.0,3853.0,3.5
백령도,2024-02-01 15:00,-3.0,8.9,360.0,57.0,2.8,-10.3,1022.6,1027.3,3.0,0.0,4181.0,2.5
백령도,2024-02-01 16:00,-3.5,9.5,340.0,58.0,2.8,-10.5,1022.8,1027.5,3.0,0.0,3856.0,1.0
백령도,2024-02-01 17:00,-3.7,9.0,360.0,60.0,2.8,-10.3,1022.9,1027.6,2.0,0.0,4016.0,-0.1
백령도,2024-02-01 18:00,-4.1,7.9,360.0,60.0,2.7,-10.7,1022.8,1027.5,6.0,3.0,3830.0,-1.0
백령도,2024-02-01 19:00,-3.8,6.9,340.0,58.0,2.7,-10.8,1023.1,1027.8,7.0,0.0,4264.0,-2.5
백령도,2024-02-01 20:00,-3.3,7.7,340.0,62.0,3.0,-9.5,1023.2,1027.9,7.0,0.0,4021.0,-3.0
백령도,2024-02-01 21:00,-2.9,6.8,340.0,62.0,3.1,-9.1,1023.0,1027.7,6.0,0.0,4087.0,-3.1
백령도,2024-02-01 22:00,-2.6,6.7,360.0,62.0,3.1,-8.8,1022.7,1027.3,7.0,0.0,4088.0,-3.3
백령도,2024-02-01 23:00,-2.5,6.3,340.0,60.0,3.0,-9.2,1022.4,1027.0,6.0,0.0,4240.0,-3.5
백령도,2024-02-02 00:00,-2.4,5.2,360.0,60.0,3.1,-9.1,1022.4,1027.0,0.0,0.0,3359.0,-3.8
백령도,2024-02-02 01:00,-2.5,4.1,360.0,62.0,3.2,-8.7,1022.7,1027.3,5.0,0.0,3045.0,-4.0
백령도,2024-02-02 02:00,-2.1,4.8,360.0,64.0,3.3,-8.0,1022.4,1027.0,6.0,0.0,2618.0,-4.0
백령도,2024-02-02 03:00,-1.8,4.9,340.0,66.0,3.5,-7.3,1022.0,1026.6,7.0,4.0,2441.0,-3.3
백령도,2024-02-02 04:00,-2.0,4.0,360.0,69.0,3.6,-6.9,1021.9,1026.5,7.0,3.0,2455.0,-3.5
백령도,2024-02-02 05:00,-2.2,3.9,360.0,69.0,3.6,-7.1,1022.2,1026.8,6.0,0.0,2833.0,-4.0
백령도,2024-02-02 06:00,-2.3,4.3,360.0,69.0,3.6,-7.2,1022.2,1026.8,6.0,0.0,2848.0,-4.2
백령도,2024-02-02 07:00,-1.9,4.0,340.0,72.0,3.8,-6.2,1022.5,1027.1,5.0,0.0,1805.0,-4.1
백령도,2024-02-02 08:00,-2.1,5.0,360.0,70.0,3.7,-6.8,1022.9,1027.5,0.0,0.0,2056.0,-4.0
백령도,2024-02-02 09:00,-1.8,3.8,360.0,63.0,3.4,-7.9,1023.5,1028.1,0.0,0.0,2037.0,-3.3
백령도,2024-02-02 10:00,-0.3,2.4,360.0,64.0,3.8,-6.2,1023.1,1027.7,0.0,0.0,2073.0,-0.3
백령도,2024-02-02 11:00,0.5,4.1,360.0,61.0,3.9,-6.1,1023.6,1028.2,0.0,0.0,2405.0,1.7
백령도,2024-02-02 12:00,1.4,4.3,360.0,59.0,4.0,-5.7,1024.2,1028.8,2.0,0.0,2579.0,5.4
백령도,2024-02-02 13:00,2.1,4.5,360.0,57.0,4.1,-5.5,1024.0,1028.6,0.0,0.0,3476.0,7.8
백령도,2024-02-02 14:00,1.7,7.0,340.0,62.0,4.3,-4.8,1023.5,1028.1,5.0,0.0,2716.0,7.5
백령도,2024-02-02 15:00,1.6,6.6,360.0,63.0,4.3,-4.6,1023.4,1028.0,7.0,0.0,2716.0,6.0
백령도,2024-02-02 16:00,1.4,6.7,360.0,64.0,4.3,-4.6,1023.8,1028.4,6.0,0.0,2937.0,4.3
백령도,2024-02-02 17:00,1.0,5.7,360.0,66.0,4.3,-4.6,1024.4,1029.0,6.0,0.0,2796.0,1.7
백령도,2024-02-02 18:00,0.3,4.8,360.0,66.0,4.1,-5.3,1024.9,1029.5,8.0,0.0,3328.0,0.1
백령도,2024-02-02 19:00,0.3,5.7,360.0,69.0,4.3,-4.7,1024.6,1029.2,8.0,0.0,3449.0,0.1
백령도,2024-02-02 20:00,0.1,5.0,360.0,68.0,4.2,-5.1,1024.3,1028.9,6.0,0.0,3436.0,-0.7
백령도,2024-02-02 21:00,0.1,3.7,360.0,64.0,3.9,-5.9,1024.5,1029.1,6.0,0.0,3690.0,-1.2
백령도,2024-02-02 22:00,0.2,4.5,360.0,70.0,4.3,-4.6,1025.0,1029.6,0.0,0.0,2901.0,-1.5
백령도,2024-02-02 23:00,0.2,3.9,360.0,71.0,4.4,-4.4,1025.4,1030.0,0.0,0.0,2881.0,-1.9
백령도,2024-02-03 00:00,0.0,3.1,360.0,66.0,4.0,-5.6,1025.3,1029.9,0.0,0.0,3004.0,-2.3
백령도,2024-02-03 01:00,0.0,3.4,360.0,62.0,3.8,-6.4,1025.2,1029.8,0.0,0.0,3640.0,-2.5
백령도,2024-02-03 02:00,0.6,3.0,360.0,58.0,3.7,-6.7,1025.0,1029.6,6.0,6.0,3733.0,-1.9
백령도,2024-02-03 03:00,0.9,1.4,360.0,56.0,3.6,-6.9,1025.1,1029.7,8.0,8.0,3660.0,-1.8
백령도,2024-02-03 04:00,0.5,1.7,50.0,56.0,3.6,-7.2,1024.7,1029.3,7.0,7.0,3921.0,-1.8
백령도,2024-02-03 05:00,0.8,2.0,50.0,52.0,3.4,-7.9,1024.6,1029.2,8.0,6.0,3341.0,-1.8
백령도,2024-02-03 06:00,0.9,1.8,20.0,52.0,3.4,-7.8,1024.4,1029.0,8.0,6.0,2896.0,-1.9
백령도,2024-02-03 07:00,1.0,2.2,20.0,50.0,3.3,-8.2,1024.3,1028.9,8.0,4.0,3221.0,-1.8
백령도,2024-02-03 08:00,1.4,2.1,50.0,51.0,3.5,-7.6,1024.2,1028.8,8.0,5.0,2686.0,-1.4
백령도,2024-02-03 09:00,1.8,2.5,50.0,51.0,3.6,-7.2,1024.3,1028.9,9.0,4.0,2764.0,-0.4
백령도,2024-02-03 10:00,3.3,1.1,70.0,46.0,3.6,-7.2,1024.6,1029.1,9.0,2.0,2541.0,0.2
백령도,2024-02-03 11:00,3.6,2.1,90.0,48.0,3.8,-6.4,1024.6,1029.1,9.0,2.0,2398.0,2.9
백령도,2024-02-03 12:00,4.4,0.7,110.0,44.0,3.7,-6.8,1024.4,1028.9,9.0,4.0,2061.0,6.4
백령도,2024-02-03 13:00,4.2,3.0,360.0,48.0,4.0,-5.8,1023.5,1028.0,9.0,3.0,2429.0,7.5
백령도,2024-02-03 14:00,4.4,3.0,340.0,48.0,4.0,-5.6,1022.8,1027.3,9.0,2.0,1981.0,9.0
백령도,2024-02-03 15:00,4.1,3.1,360.0,54.0,4.4,-4.3,1022.2,1026.7,9.0,1.0,1929.0,7.4
백령도,2024-02-03 16:00,3.6,3.4,360.0,57.0,4.5,-4.1,1022.2,1026.7,9.0,4.0,1884.0,6.6
백령도,2024-02-03 17:00,3.0,2.1,340.0,67.0,5.1,-2.5,1022.2,1026.7,8.0,4.0,1172.0,4.0
백령도,2024-02-03 18:00,2.2,2.0,360.0,71.0,5.1,-2.5,1022.0,1026.6,7.0,3.0,1035.0,1.0
백령도,2024-02-03 19:00,1.6,2.8,360.0,75.0,5.2,-2.3,1022.5,1027.1,5.0,0.0,1069.0,0.1
백령도,2024-02-03 20:00,1.8,3.4,360.0,76.0,5.3,-1.9,1022.6,1027.2,6.0,0.0,1282.0,0.2
백령도,2024-02-03 21:00,1.8,4.3,360.0,71.0,4.9,-2.9,1022.8,1027.4,8.0,0.0,1739.0,0.0
백령도,2024-02-03 22:00,1.6,4.9,360.0,74.0,5.1,-2.5,1023.0,1027.6,7.0,1.0,2038.0,-0.4
백령도,2024-02-03 23:00,1.6,4.5,360.0,69.0,4.8,-3.4,1023.0,1027.6,0.0,0.0,2375.0,-0.7
백령도,2024-02-04 00:00,1.7,3.9,360.0,67.0,4.6,-3.7,1022.9,1027.5,3.0,0.0,2722.0,-0.9
백령도,2024-02-04 01:00,1.5,3.3,360.0,65.0,4.4,-4.3,1022.7,1027.3,0.0,0.0,2858.0,-1.3
백령도,2024-02-04 02:00,1.4,3.6,360.0,73.0,4.9,-2.9,1022.5,1027.1,0.0,0.0,2797.0,-1.4
백령도,2024-02-04 03:00,1.0,4.2,360.0,77.0,5.1,-2.5,1022.5,1027.1,0.0,0.0,2666.0,-1.5
백령도,2024-02-04 04:00,1.2,4.0,360.0,73.0,4.9,-3.1,1022.2,1026.8,0.0,0.0,2578.0,-1.8
백령도,2024-02-04 05:00,0.7,2.9,340.0,71.0,4.6,-3.9,1022.3,1026.9,0.0,0.0,2755.0,-2.3
백령도,2024-02-04 06:00,0.4,3.4,340.0,64.0,4.0,-5.6,1022.2,1026.8,0.0,0.0,2746.0,-2.5
백령도,2024-02-04 07:00,0.8,5.1,360.0,69.0,4.5,-4.2,1021.8,1026.4,0.0,0.0,2641.0,-2.3
백령도,2024-02-04 08:00,0.3,3.0,340.0,72.0,4.5,-4.1,1022.8,1027.4,1.0,0.0,2521.0,-2.5
백령도,2024-02-04 09:00,1.2,4.3,340.0,63.0,4.2,-5.0,1023.2,1027.8,3.0,0.0,2799.0,-1.2
백령도,2024-02-04 10:00,2.1,5.0,360.0,57.0,4.1,-5.5,1023.1,1027.7,8.0,0.0,3421.0,0.2
백령도,2024-02-04 11:00,2.9,2.8,340.0,47.0,3.5,-7.3,1023.3,1027.8,7.0,0.0,3067.0,3.2
백령도,2024-02-04 12:00,3.5,3.5,360.0,47.0,3.7,-6.7,1022.5,1027.0,9.0,0.0,3236.0,6.2
백령도,2024-02-04 13:00,3.9,2.5,340.0,43.0,3.5,-7.5,1021.5,1026.0,9.0,0.0,3113.0,9.8
백령도,2024-02-04 14:00,5.1,1.5,360.0,40.0,3.5,-7.4,1020.7,1025.2,9.0,0.0,3161.0,12.0
백령도,2024-02-04 15:00,4.5,2.4,320.0,50.0,4.2,-5.0,1020.2,1024.7,9.0,0.0,3225.0,10.7
백령도,2024-02-04 16:00,3.8,3.5,340.0,50.0,4.0,-5.6,1019.7,1024.2,9.0,3.0,3098.0,7.4
백령도,2024-02-04 17:00,3.4,3.0,360.0,59.0,4.6,-3.8,1019.2,1023.7,9.0,6.0,2207.0,4.9
백령도,2024-02-04 18:00,3.2,2.8,360.0,63.0,4.9,-3.1,1019.7,1024.2,9.0,7.0,1688.0,2.7
백령도,2024-02-04 19:00,3.0,3.2,360.0,69.0,5.2,-2.1,1019.7,1024.2,10.0,5.0,1204.0,1.9
백령도,2024-02-04 20:00,3.0,2.9,360.0,76.0,5.8,-0.8,1019.7,1024.2,10.0,9.0,929.0,1.7
백령도,2024-02-04 21:00,3.5,2.6,20.0,67.0,5.3,-2.0,1019.2,1023.7,9.0,9.0,1148.0,1.6
백령도,2024-02-04 22:00,3.3,2.8,20.0,64.0,5.0,-2.8,1018.7,1023.2,10.0,8.0,1081.0,1.5
백령도,2024-02-04 23:00,3.8,3.6,50.0,63.0,5.0,-2.6,1018.8,1023.3,10.0,4.0,1006.0,1.6
백령도,2024-02-05 00:00,3.7,2.0,20.0,63.0,5.0,-2.7,1018.0,1022.5,10.0,10.0,1020.0,1.7
백령도,2024-02-05 01:00,4.2,2.2,70.0,64.0,5.3,-2.0,1016.9,1021.4,10.0,9.0,1143.0,1.7
백령도,2024-02-05 02:00,3.9,2.4,90.0,70.0,5.7,-1.0,1016.3,1020.8,10.0,10.0,891.0,2.0
백령도,2024-02-05 03:00,2.9,2.3,90.0,78.0,5.9,-0.5,1015.6,1020.1,10.0,8.0,622.0,1.8
백령도,2024-02-05 04:00,2.8,1.4,90.0,82.0,6.1,0.0,1015.4,1019.9,10.0,8.0,727.0,1.8
백령도,2024-02-05 05:00,2.3,2.2,50.0,86.0,6.2,0.1,1015.6,1020.1,10.0,8.0,555.0,1.5
백령도,2024-02-05 06:00,2.2,2.4,70.0,92.0,6.6,1.0,1015.4,1019.9,10.0,9.0,635.0,1.4
백령도,2024-02-05 07:00,1.5,3.1,50.0,92.0,6.2,0.3,1015.6,1020.1,10.0,7.0,476.0,0.8
백령도,2024-02-05 08:00,1.4,2.2,20.0,94.0,6.3,0.5,1015.6,1020.1,10.0,9.0,572.0,0.5
백령도,2024-02-05 09:00,2.1,5.2,70.0,94.0,6.7,1.2,1016.0,1020.5,10.0,2.0,1200.0,1.6
백령도,2024-02-05 10:00,2.4,4.5,50.0,92.0,6.7,1.2,1016.1,1020.6,10.0,9.0,1481.0,2.9
백령도,2024-02-05 11:00,2.1,4.8,50.0,92.0,6.5,0.9,1016.4,1020.9,10.0,9.0,1573.0,3.9
백령도,2024-02-05 12:00,2.6,4.3,70.0,93.0,6.8,1.5,1016.3,1020.8,10.0,9.0,2391.0,5.0
백령도,2024-02-05 13:00,2.3,3.6,70.0,92.0,6.6,1.1,1016.0,1020.5,10.0,9.0,1485.0,4.4
백령도,2024-02-05 14:00,2.0,4.1,90.0,93.0,6.5,0.9,1015.9,1020.4,10.0,9.0,1427.0,3.8
백령도,2024-02-05 15:00,1.7,2.1,70.0,95.0,6.5,0.9,1016.3,1020.8,10.0,9.0,1098.0,4.0
백령도,2024-02-05 16:00,0.9,0.7,340.0,95.0,6.2,0.1,1017.2,1021.8,10.0,3.0,307.0,1.8
