瘤痢疙,老矫,扁柯(∑C),浅加(m/s),浅氢(16规困),嚼档(%),刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),秦搁扁拘(hPa),傈款樊(10盒困),吝窍摸款樊(10盒困),矫沥(10m),瘤搁柯档(∑C)
颇林,2024-04-03 08:00,12.3,3.0,70.0,56.0,8.0,3.7,1004.8,1008.5,9.0,3.0,2646.0,10.4
颇林,2024-04-03 09:00,13.3,1.8,70.0,54.0,8.2,4.1,1004.5,1008.1,10.0,2.0,2803.0,11.6
颇林,2024-04-03 10:00,13.6,2.5,70.0,54.0,8.4,4.4,1004.3,1007.9,9.0,2.0,2650.0,12.1
颇林,2024-04-03 11:00,15.7,1.1,70.0,50.0,8.8,5.2,1004.3,1007.9,10.0,1.0,2476.0,14.8
颇林,2024-04-03 12:00,17.2,1.5,70.0,46.0,9.0,5.4,1003.5,1007.1,10.0,2.0,2780.0,15.6
颇林,2024-04-03 13:00,19.4,1.4,70.0,39.0,8.7,5.0,1002.8,1006.3,10.0,7.0,2990.0,18.9
颇林,2024-04-03 14:00,21.3,1.2,50.0,36.0,9.1,5.6,1001.8,1005.3,9.0,8.0,3821.0,21.1
颇林,2024-04-03 15:00,20.7,2.0,90.0,37.0,9.0,5.4,1001.0,1004.5,10.0,0.0,3740.0,19.3
颇林,2024-04-03 16:00,19.7,2.8,50.0,39.0,8.9,5.3,1001.3,1004.8,10.0,0.0,4488.0,17.8
颇林,2024-04-03 17:00,19.7,3.8,90.0,41.0,9.3,6.0,1001.1,1004.6,7.0,7.0,4717.0,17.3
颇林,2024-04-03 18:00,18.7,2.5,90.0,46.0,9.9,6.8,1001.9,1005.4,4.0,0.0,4946.0,15.3
颇林,2024-04-03 19:00,16.7,2.1,50.0,50.0,9.5,6.2,1002.9,1006.5,6.0,0.0,4942.0,13.6
颇林,2024-04-03 20:00,15.1,2.1,70.0,50.0,8.5,4.7,1004.1,1007.7,0.0,0.0,3687.0,12.0
颇林,2024-04-03 21:00,13.5,1.7,50.0,52.0,8.0,3.8,1005.5,1009.1,6.0,3.0,4117.0,11.1
颇林,2024-04-03 22:00,13.6,2.3,50.0,52.0,8.1,3.9,1006.6,1010.2,9.0,9.0,3964.0,11.1
颇林,2024-04-03 23:00,12.9,2.5,70.0,55.0,8.1,4.0,1006.9,1010.6,9.0,9.0,3895.0,10.8
颇林,2024-04-04 00:00,11.7,2.0,70.0,56.0,7.6,3.1,1006.9,1010.6,8.0,6.0,3953.0,10.1
颇林,2024-04-04 01:00,11.1,3.8,90.0,56.0,7.4,2.6,1007.2,1010.9,8.0,3.0,3860.0,9.5
颇林,2024-04-04 02:00,10.5,2.4,70.0,59.0,7.5,2.8,1007.4,1011.1,8.0,7.0,4030.0,9.3
颇林,2024-04-04 03:00,10.5,3.2,70.0,60.0,7.6,3.0,1007.9,1011.6,10.0,9.0,4260.0,9.1
颇林,2024-04-04 04:00,10.3,2.0,70.0,61.0,7.6,3.0,1008.6,1012.3,10.0,9.0,4451.0,9.1
颇林,2024-04-04 05:00,10.1,1.8,70.0,63.0,7.7,3.3,1009.1,1012.8,8.0,5.0,4328.0,9.0
颇林,2024-04-04 06:00,10.1,1.5,70.0,64.0,7.8,3.5,1010.2,1013.9,7.0,7.0,4496.0,9.0
颇林,2024-04-04 07:00,9.8,1.4,70.0,63.0,7.6,3.0,1010.8,1014.5,7.0,7.0,4496.0,8.8
颇林,2024-04-04 08:00,11.1,1.2,70.0,58.0,7.6,3.1,1011.6,1015.3,7.0,1.0,4457.0,10.0
颇林,2024-04-04 09:00,13.0,2.1,70.0,53.0,7.9,3.6,1012.1,1015.8,8.0,8.0,4994.0,12.6
颇林,2024-04-04 10:00,15.2,2.7,90.0,48.0,8.2,4.2,1012.1,1015.8,5.0,4.0,4586.0,16.8
颇林,2024-04-04 11:00,17.1,2.6,90.0,43.0,8.4,4.4,1011.9,1015.5,4.0,4.0,4649.0,20.2
颇林,2024-04-04 12:00,19.0,2.7,200.0,40.0,8.7,5.0,1011.8,1015.4,5.0,4.0,4318.0,24.4
颇林,2024-04-04 13:00,19.8,1.4,20.0,41.0,9.4,6.1,1011.5,1015.1,0.0,0.0,3770.0,26.8
颇林,2024-04-04 14:00,19.7,1.6,320.0,43.0,9.8,6.7,1011.2,1014.8,8.0,1.0,3628.0,23.9
颇林,2024-04-04 15:00,19.9,1.2,320.0,43.0,9.9,6.9,1010.8,1014.3,8.0,3.0,,22.6
颇林,2024-04-04 16:00,19.8,0.9,180.0,43.0,9.9,6.8,1010.6,1014.1,7.0,6.0,,21.3
颇林,2024-04-04 17:00,19.7,2.8,230.0,45.0,10.3,7.4,1010.9,1014.5,8.0,8.0,,20.0
颇林,2024-04-04 18:00,18.7,1.8,200.0,47.0,10.1,7.1,1011.3,1014.9,8.0,8.0,,18.0
颇林,2024-04-04 19:00,17.6,4.3,200.0,51.0,10.2,7.3,1012.1,1015.7,7.0,7.0,,16.1
颇林,2024-04-04 20:00,16.6,2.4,230.0,62.0,11.6,9.2,1012.9,1016.5,6.0,6.0,3078.0,15.0
颇林,2024-04-04 21:00,15.7,2.3,230.0,60.0,10.6,7.9,1014.1,1017.7,0.0,0.0,1904.0,14.3
颇林,2024-04-04 22:00,14.8,2.6,200.0,58.0,9.7,6.6,1015.1,1018.7,5.0,5.0,4485.0,13.3
颇林,2024-04-04 23:00,14.2,1.7,180.0,59.0,9.5,6.2,1015.1,1018.8,0.0,0.0,4235.0,12.3
颇林,2024-04-05 00:00,13.6,0.9,140.0,58.0,9.0,5.4,1015.5,1019.2,9.0,9.0,4589.0,12.5
颇林,2024-04-05 01:00,13.3,1.6,180.0,56.0,8.5,4.6,1015.5,1019.2,9.0,9.0,4811.0,12.1
颇林,2024-04-05 02:00,13.0,1.2,140.0,55.0,8.2,4.1,1015.6,1019.3,7.0,7.0,4933.0,11.8
颇林,2024-04-05 03:00,12.1,0.5,160.0,58.0,8.1,4.0,1015.7,1019.4,7.0,7.0,4933.0,11.5
颇林,2024-04-05 04:00,12.3,1.1,160.0,56.0,8.0,3.7,1015.5,1019.2,8.0,8.0,4972.0,11.5
颇林,2024-04-05 05:00,12.1,1.1,140.0,56.0,7.8,3.5,1015.4,1019.1,8.0,8.0,4875.0,11.3
颇林,2024-04-05 06:00,11.9,0.5,140.0,56.0,7.7,3.3,1015.8,1019.5,8.0,8.0,4858.0,11.3
颇林,2024-04-05 07:00,11.8,0.6,160.0,59.0,8.1,4.0,1016.2,1019.9,10.0,9.0,4662.0,11.1
颇林,2024-04-05 08:00,12.0,0.3,0.0,62.0,8.7,4.9,1016.7,1020.4,9.0,9.0,4429.0,11.8
颇林,2024-04-05 09:00,12.8,1.3,140.0,55.0,8.1,3.9,1017.1,1020.8,9.0,9.0,4134.0,12.6
颇林,2024-04-05 10:00,13.4,0.8,140.0,53.0,8.1,4.0,1017.2,1020.9,9.0,9.0,4343.0,13.6
颇林,2024-04-05 11:00,15.5,2.0,230.0,53.0,9.3,5.9,1016.6,1020.3,6.0,6.0,3711.0,19.6
颇林,2024-04-05 12:00,16.0,2.1,270.0,52.0,9.4,6.1,1015.9,1019.5,7.0,7.0,3727.0,22.1
颇林,2024-04-05 13:00,18.2,3.1,250.0,50.0,10.4,7.5,1015.5,1019.1,6.0,6.0,3408.0,26.3
颇林,2024-04-05 14:00,17.8,3.8,270.0,54.0,10.9,8.3,1015.1,1018.7,6.0,5.0,2204.0,25.4
颇林,2024-04-05 15:00,18.3,3.6,250.0,47.0,9.8,6.7,1014.4,1018.0,2.0,1.0,2725.0,26.6
颇林,2024-04-05 16:00,17.7,3.2,250.0,52.0,10.5,7.7,1014.2,1017.8,0.0,0.0,2162.0,23.0
颇林,2024-04-05 17:00,17.0,2.7,270.0,53.0,10.2,7.3,1014.1,1017.7,0.0,0.0,2659.0,20.3
颇林,2024-04-05 18:00,15.4,2.5,270.0,60.0,10.4,7.6,1014.5,1018.2,0.0,0.0,2429.0,17.5
颇林,2024-04-05 19:00,13.1,2.0,250.0,57.0,8.5,4.7,1014.9,1018.6,0.0,0.0,1742.0,15.0
颇林,2024-04-05 20:00,11.3,1.0,290.0,72.0,9.6,6.4,1015.8,1019.5,0.0,0.0,2362.0,13.0
颇林,2024-04-05 21:00,9.5,0.8,200.0,74.0,8.7,5.0,1016.9,1020.6,0.0,0.0,2246.0,11.6
颇林,2024-04-05 22:00,8.4,0.4,0.0,77.0,8.4,4.5,1017.1,1020.9,0.0,0.0,2115.0,10.5
颇林,2024-04-05 23:00,7.0,0.5,200.0,84.0,8.4,4.4,1017.2,1021.0,0.0,0.0,1834.0,9.6
颇林,2024-04-06 00:00,6.3,0.0,0.0,85.0,8.1,3.9,1017.1,1020.9,0.0,0.0,1749.0,8.8
颇林,2024-04-06 01:00,5.6,0.1,0.0,87.0,7.9,3.6,1017.2,1021.0,0.0,0.0,1492.0,8.1
颇林,2024-04-06 02:00,5.0,0.2,0.0,91.0,7.9,3.6,1017.2,1021.0,8.0,0.0,1233.0,7.6
颇林,2024-04-06 03:00,5.0,0.6,200.0,93.0,8.1,3.9,1017.3,1021.1,8.0,0.0,1040.0,7.4
颇林,2024-04-06 04:00,4.8,1.0,160.0,93.0,8.0,3.7,1017.6,1021.4,5.0,0.0,929.0,6.8
颇林,2024-04-06 05:00,3.7,0.1,0.0,96.0,7.6,3.1,1017.4,1021.2,0.0,0.0,432.0,6.0
颇林,2024-04-06 06:00,3.0,0.3,0.0,97.0,7.3,2.5,1017.8,1021.6,5.0,0.0,329.0,5.5
颇林,2024-04-06 07:00,3.2,0.5,20.0,98.0,7.5,2.9,1017.9,1021.7,5.0,0.0,295.0,6.0
颇林,2024-04-06 08:00,6.0,0.2,0.0,95.0,8.8,5.2,1018.3,1022.1,6.0,0.0,712.0,8.6
颇林,2024-04-06 09:00,8.6,0.8,360.0,83.0,9.2,5.8,1018.2,1022.0,8.0,0.0,1063.0,11.3
颇林,2024-04-06 10:00,11.9,0.5,110.0,73.0,10.2,7.2,1017.8,1021.5,8.0,4.0,923.0,14.8
颇林,2024-04-06 11:00,13.8,2.3,270.0,52.0,8.1,4.0,1018.3,1022.0,7.0,0.0,1649.0,19.0
颇林,2024-04-06 12:00,15.6,2.0,290.0,30.0,5.3,-1.9,1017.2,1020.9,7.0,0.0,2703.0,23.3
颇林,2024-04-06 13:00,16.8,1.7,270.0,36.0,6.9,1.6,1016.2,1019.8,7.0,0.0,2944.0,24.7
颇林,2024-04-06 14:00,17.4,2.7,250.0,41.0,8.1,3.9,1015.4,1019.0,7.0,0.0,1165.0,24.6
颇林,2024-04-06 15:00,18.1,2.8,290.0,35.0,7.2,2.3,1015.0,1018.6,8.0,1.0,2362.0,24.0
颇林,2024-04-06 16:00,17.3,2.8,320.0,36.0,7.1,2.0,1014.6,1018.2,5.0,0.0,1978.0,21.7
颇林,2024-04-06 17:00,16.2,2.3,250.0,40.0,7.3,2.5,1014.2,1017.8,0.0,0.0,1973.0,19.2
颇林,2024-04-06 18:00,14.6,3.1,270.0,42.0,7.0,1.8,1014.0,1017.6,0.0,0.0,1760.0,16.3
颇林,2024-04-06 19:00,12.5,1.5,270.0,42.0,6.1,0.0,1014.1,1017.8,0.0,0.0,1972.0,13.6
颇林,2024-04-06 20:00,9.5,0.7,200.0,51.0,6.1,-0.1,1014.5,1018.2,0.0,0.0,2461.0,11.6
颇林,2024-04-06 21:00,9.1,0.7,180.0,50.0,5.8,-0.7,1015.2,1018.9,0.0,0.0,2239.0,10.1
颇林,2024-04-06 22:00,7.6,0.2,0.0,48.0,5.0,-2.7,1015.6,1019.4,0.0,0.0,2407.0,9.1
颇林,2024-04-06 23:00,6.4,0.4,0.0,58.0,5.6,-1.2,1016.0,1019.8,2.0,0.0,2328.0,8.3
颇林,2024-04-07 00:00,4.9,0.7,180.0,70.0,6.1,-0.1,1016.2,1020.0,4.0,0.0,1902.0,7.5
颇林,2024-04-07 01:00,4.8,0.3,0.0,70.0,6.0,-0.2,1016.2,1020.0,6.0,0.0,1585.0,7.0
颇林,2024-04-07 02:00,4.5,0.7,160.0,70.0,5.9,-0.5,1016.3,1020.1,5.0,0.0,1617.0,6.5
颇林,2024-04-07 03:00,3.7,0.5,90.0,70.0,5.6,-1.2,1016.1,1019.9,5.0,0.0,1670.0,6.0
颇林,2024-04-07 04:00,3.0,0.1,0.0,83.0,6.2,0.3,1015.9,1019.7,0.0,0.0,1301.0,5.6
颇林,2024-04-07 05:00,2.2,0.1,0.0,81.0,5.8,-0.7,1015.7,1019.5,0.0,0.0,1451.0,5.1
颇林,2024-04-07 06:00,1.9,0.4,0.0,88.0,6.2,0.1,1015.8,1019.7,0.0,0.0,1078.0,4.8
颇林,2024-04-07 07:00,2.3,0.1,0.0,87.0,6.2,0.3,1016.2,1020.0,0.0,0.0,1116.0,5.3
颇林,2024-04-07 08:00,6.5,0.3,0.0,69.0,6.7,1.2,1016.9,1020.7,0.0,0.0,1596.0,8.0
颇林,2024-04-07 09:00,10.0,1.1,90.0,55.0,6.7,1.3,1017.0,1020.7,0.0,0.0,2148.0,10.2
颇林,2024-04-07 10:00,14.1,0.7,200.0,39.0,6.2,0.3,1016.9,1020.6,0.0,0.0,1919.0,17.1
颇林,2024-04-07 11:00,16.1,1.2,320.0,31.0,5.7,-1.0,1016.3,1019.9,0.0,0.0,2691.0,21.7
颇林,2024-04-07 12:00,17.7,1.8,250.0,28.0,5.7,-1.0,1015.6,1019.2,0.0,0.0,1773.0,25.2
颇林,2024-04-07 13:00,19.8,2.8,250.0,27.0,6.2,0.2,1014.8,1018.4,0.0,0.0,2461.0,27.5
颇林,2024-04-07 14:00,20.2,2.8,270.0,28.0,6.6,1.0,1013.8,1017.4,0.0,0.0,1969.0,28.1
颇林,2024-04-07 15:00,21.2,2.5,290.0,28.0,7.0,1.9,1013.1,1016.7,0.0,0.0,2054.0,27.4
颇林,2024-04-07 16:00,22.0,2.4,250.0,30.0,7.9,3.6,1012.3,1015.8,0.0,0.0,2087.0,24.2
颇林,2024-04-07 17:00,19.9,4.2,320.0,30.0,6.9,1.7,1012.8,1016.4,0.0,0.0,3084.0,21.1
颇林,2024-04-07 18:00,16.6,2.3,290.0,34.0,6.4,0.6,1013.7,1017.3,0.0,0.0,3295.0,17.7
颇林,2024-04-07 19:00,14.5,2.3,320.0,27.0,4.4,-4.3,1014.4,1018.1,0.0,0.0,4967.0,14.8
颇林,2024-04-07 20:00,12.3,0.3,0.0,30.0,4.3,-4.8,1014.8,1018.5,3.0,0.0,4915.0,12.8
颇林,2024-04-07 21:00,10.8,0.8,180.0,36.0,4.6,-3.7,1015.0,1018.7,1.0,0.0,4812.0,11.3
颇林,2024-04-07 22:00,8.3,0.9,180.0,49.0,5.4,-1.8,1015.2,1019.0,2.0,0.0,4579.0,10.1
颇林,2024-04-07 23:00,7.9,0.4,0.0,53.0,5.6,-1.1,1015.1,1018.9,6.0,0.0,4384.0,9.3
颇林,2024-04-08 00:00,6.8,0.2,0.0,56.0,5.6,-1.3,1015.1,1018.9,6.0,0.0,4289.0,8.8
颇林,2024-04-08 01:00,6.5,0.0,0.0,61.0,5.9,-0.4,1015.2,1019.0,6.0,0.0,4061.0,8.1
颇林,2024-04-08 02:00,6.0,0.0,0.0,65.0,6.1,0.0,1014.8,1018.6,10.0,4.0,4344.0,8.1
颇林,2024-04-08 03:00,5.9,0.4,0.0,70.0,6.5,0.8,1014.6,1018.4,10.0,1.0,3887.0,8.0
颇林,2024-04-08 04:00,5.9,0.8,110.0,74.0,6.9,1.6,1014.5,1018.3,8.0,1.0,3086.0,7.5
颇林,2024-04-08 05:00,5.3,0.5,110.0,71.0,6.3,0.4,1014.6,1018.4,5.0,0.0,2346.0,7.0
颇林,2024-04-08 06:00,5.0,0.4,0.0,73.0,6.3,0.5,1015.1,1018.9,8.0,1.0,2201.0,7.0
颇林,2024-04-08 07:00,5.6,1.2,90.0,77.0,7.0,1.8,1015.3,1019.1,9.0,0.0,2036.0,7.5
颇林,2024-04-08 08:00,8.4,0.8,70.0,66.0,7.3,2.4,1015.4,1019.1,8.0,4.0,2155.0,9.6
颇林,2024-04-08 09:00,10.6,0.8,20.0,55.0,7.0,1.9,1015.3,1019.0,9.0,0.0,2487.0,11.6
颇林,2024-04-08 10:00,13.6,1.1,50.0,49.0,7.6,3.0,1015.3,1019.0,9.0,7.0,2754.0,15.0
颇林,2024-04-08 11:00,16.6,0.9,50.0,32.0,6.1,-0.1,1015.2,1018.8,8.0,1.0,4730.0,19.8
颇林,2024-04-08 12:00,18.8,1.1,360.0,31.0,6.7,1.2,1014.7,1018.3,8.0,0.0,4014.0,22.5
颇林,2024-04-08 13:00,20.3,1.2,250.0,39.0,9.2,5.8,1013.7,1017.3,7.0,4.0,1995.0,25.1
颇林,2024-04-08 14:00,21.4,1.2,270.0,36.0,9.1,5.6,1012.9,1016.5,7.0,0.0,2529.0,26.2
颇林,2024-04-08 15:00,21.2,2.7,250.0,40.0,10.0,7.0,1012.4,1016.0,9.0,0.0,2464.0,25.2
颇林,2024-04-08 16:00,21.5,2.5,270.0,45.0,11.5,9.0,1012.1,1015.7,8.0,2.0,1666.0,23.3
颇林,2024-04-08 17:00,20.8,1.9,270.0,49.0,11.9,9.6,1012.2,1015.8,8.0,0.0,2320.0,21.4
颇林,2024-04-08 18:00,19.1,1.5,290.0,60.0,13.2,11.1,1012.4,1016.0,6.0,0.0,2136.0,19.1
颇林,2024-04-08 19:00,17.1,1.1,320.0,61.0,11.9,9.5,1012.8,1016.4,6.0,0.0,1676.0,16.5
颇林,2024-04-08 20:00,14.5,1.2,230.0,70.0,11.5,9.0,1013.2,1016.8,8.0,0.0,1585.0,14.8
颇林,2024-04-08 21:00,13.3,0.5,200.0,74.0,11.2,8.7,1013.8,1017.5,6.0,0.0,1403.0,13.3
颇林,2024-04-08 22:00,12.1,0.4,0.0,78.0,10.9,8.3,1013.5,1017.2,6.0,0.0,1056.0,12.0
颇林,2024-04-08 23:00,10.6,0.5,110.0,83.0,10.6,7.8,1013.5,1017.2,0.0,0.0,1091.0,11.0
颇林,2024-04-09 00:00,9.9,2.0,90.0,90.0,10.9,8.3,1013.6,1017.3,0.0,0.0,821.0,10.2
颇林,2024-04-09 01:00,10.7,2.0,50.0,83.0,10.6,7.9,1013.9,1017.6,0.0,0.0,1040.0,9.8
颇林,2024-04-09 02:00,10.3,2.4,50.0,67.0,8.4,4.4,1014.4,1018.1,0.0,0.0,2627.0,9.1
颇林,2024-04-09 03:00,9.3,1.8,50.0,65.0,7.6,3.0,1014.5,1018.2,0.0,0.0,3303.0,8.6
颇林,2024-04-09 04:00,9.0,2.5,70.0,58.0,6.6,1.1,1014.8,1018.5,0.0,0.0,4490.0,8.0
颇林,2024-04-09 05:00,8.6,2.1,70.0,53.0,5.9,-0.4,1015.5,1019.2,0.0,0.0,5000.0,7.5
颇林,2024-04-09 06:00,8.0,1.5,50.0,51.0,5.5,-1.5,1016.5,1020.3,0.0,0.0,5000.0,6.9
颇林,2024-04-09 07:00,8.6,1.9,70.0,50.0,5.6,-1.2,1017.7,1021.5,0.0,0.0,5000.0,7.0
颇林,2024-04-09 08:00,10.5,4.1,90.0,47.0,6.0,-0.3,1018.6,1022.3,0.0,0.0,5000.0,9.2
颇林,2024-04-09 09:00,12.0,5.2,90.0,41.0,5.8,-0.8,1018.9,1022.6,0.0,0.0,4985.0,10.8
颇林,2024-04-09 10:00,13.8,4.7,90.0,38.0,6.0,-0.2,1019.3,1023.0,0.0,0.0,5000.0,17.1
颇林,2024-04-09 11:00,15.8,3.5,70.0,35.0,6.2,0.3,1019.3,1023.0,0.0,0.0,5000.0,21.8
颇林,2024-04-09 12:00,16.6,4.1,90.0,33.0,6.2,0.2,1019.3,1022.9,0.0,0.0,5000.0,24.8
颇林,2024-04-09 13:00,18.0,3.3,90.0,32.0,6.6,1.0,1019.0,1022.6,0.0,0.0,5000.0,27.3
颇林,2024-04-09 14:00,19.1,2.2,50.0,28.0,6.2,0.1,1018.5,1022.1,0.0,0.0,5000.0,28.6
颇林,2024-04-09 15:00,19.6,2.3,360.0,30.0,6.8,1.5,1018.2,1021.8,0.0,0.0,4994.0,28.2
颇林,2024-04-09 16:00,19.4,2.2,50.0,28.0,6.2,0.3,1017.4,1021.0,0.0,0.0,4960.0,24.6
颇林,2024-04-09 17:00,19.4,2.0,360.0,27.0,6.1,-0.1,1017.4,1021.0,0.0,0.0,5000.0,21.4
颇林,2024-04-09 18:00,18.1,1.8,50.0,30.0,6.2,0.2,1017.4,1021.0,0.0,0.0,5000.0,18.2
颇林,2024-04-09 19:00,15.6,1.9,50.0,32.0,5.7,-1.0,1017.8,1021.5,0.0,0.0,5000.0,15.5
颇林,2024-04-09 20:00,14.1,1.6,70.0,33.0,5.3,-1.9,1018.3,1022.0,0.0,0.0,5000.0,13.3
颇林,2024-04-09 21:00,12.3,1.6,70.0,37.0,5.3,-1.9,1019.3,1023.0,0.0,0.0,4995.0,11.8
颇林,2024-04-09 22:00,11.3,2.0,90.0,42.0,5.6,-1.1,1019.4,1023.1,2.0,0.0,5000.0,10.8
颇林,2024-04-09 23:00,10.0,0.8,70.0,44.0,5.4,-1.7,1019.6,1023.4,6.0,0.0,4966.0,9.8
颇林,2024-04-10 00:00,9.6,0.6,160.0,49.0,5.8,-0.6,1020.0,1023.7,6.0,4.0,4982.0,9.6
颇林,2024-04-10 01:00,8.9,1.2,70.0,52.0,5.9,-0.4,1020.6,1024.4,6.0,6.0,4666.0,9.3
颇林,2024-04-10 02:00,8.1,1.4,90.0,55.0,5.9,-0.4,1020.3,1024.1,4.0,3.0,4416.0,8.6
颇林,2024-04-10 03:00,6.9,0.9,90.0,61.0,6.1,-0.1,1020.3,1024.1,2.0,0.0,4417.0,7.9
颇林,2024-04-10 04:00,5.4,0.3,0.0,67.0,6.0,-0.2,1020.4,1024.2,0.0,0.0,4052.0,7.3
颇林,2024-04-10 05:00,4.9,0.3,0.0,74.0,6.4,0.6,1021.2,1025.0,0.0,0.0,3955.0,6.6
颇林,2024-04-10 06:00,4.5,0.7,70.0,77.0,6.5,0.8,1022.0,1025.8,0.0,0.0,3967.0,6.3
颇林,2024-04-10 07:00,4.7,0.6,160.0,81.0,6.9,1.7,1022.7,1026.5,0.0,0.0,3443.0,6.9
颇林,2024-04-10 08:00,9.3,0.2,0.0,70.0,8.1,4.0,1023.0,1026.8,4.0,0.0,2987.0,9.6
颇林,2024-04-10 09:00,13.6,2.4,250.0,61.0,9.5,6.2,1023.1,1026.8,4.0,0.0,2524.0,12.7
颇林,2024-04-10 10:00,14.0,3.2,250.0,66.0,10.5,7.7,1023.7,1027.4,7.0,3.0,2188.0,17.7
颇林,2024-04-10 11:00,14.3,3.1,250.0,65.0,10.5,7.7,1023.4,1027.1,8.0,7.0,2151.0,20.0
颇林,2024-04-10 12:00,14.5,2.9,270.0,67.0,11.0,8.4,1023.0,1026.7,9.0,9.0,2226.0,20.2
颇林,2024-04-10 13:00,15.3,3.0,270.0,66.0,11.4,8.9,1022.3,1026.0,8.0,8.0,2462.0,22.8
颇林,2024-04-10 14:00,15.8,2.4,270.0,62.0,11.1,8.5,1021.5,1025.2,8.0,8.0,2614.0,22.5
颇林,2024-04-10 15:00,16.1,3.3,270.0,60.0,10.9,8.3,1021.1,1024.8,8.0,8.0,3003.0,22.5
颇林,2024-04-10 16:00,16.0,2.5,270.0,62.0,11.2,8.7,1020.8,1024.5,8.0,4.0,3122.0,20.6
颇林,2024-04-10 17:00,14.8,3.1,340.0,69.0,11.6,9.1,1020.8,1024.5,8.0,8.0,2859.0,18.7
颇林,2024-04-10 18:00,13.8,2.9,320.0,72.0,11.3,8.8,1021.1,1024.8,6.0,6.0,2718.0,16.8
颇林,2024-04-10 19:00,12.8,1.2,290.0,76.0,11.2,8.6,1021.1,1024.8,5.0,1.0,2753.0,14.5
颇林,2024-04-10 20:00,10.8,0.3,0.0,84.0,10.8,8.1,1021.1,1024.8,7.0,0.0,2241.0,12.8
颇林,2024-04-10 21:00,10.4,0.8,180.0,87.0,10.9,8.3,1021.4,1025.2,6.0,1.0,1915.0,11.7
颇林,2024-04-10 22:00,9.6,0.2,0.0,91.0,10.8,8.1,1021.8,1025.6,7.0,1.0,1518.0,11.0
颇林,2024-04-10 23:00,9.6,0.2,0.0,92.0,10.9,8.3,1021.9,1025.7,9.0,8.0,1550.0,11.1
颇林,2024-04-11 00:00,9.5,0.4,0.0,93.0,11.0,8.4,1021.8,1025.6,9.0,9.0,1399.0,10.8
颇林,2024-04-11 01:00,9.5,0.5,160.0,94.0,11.1,8.5,1021.6,1025.4,10.0,9.0,1430.0,10.6
颇林,2024-04-11 02:00,9.3,0.7,340.0,95.0,11.1,8.5,1021.4,1025.2,10.0,9.0,1304.0,10.8
颇林,2024-04-11 03:00,9.6,0.7,50.0,95.0,11.3,8.8,1020.7,1024.4,10.0,9.0,1211.0,10.6
颇林,2024-04-11 04:00,9.2,0.5,20.0,96.0,11.1,8.5,1020.6,1024.4,10.0,4.0,1028.0,10.6
颇林,2024-04-11 05:00,9.4,1.1,90.0,95.0,11.2,8.6,1019.8,1023.5,10.0,9.0,1112.0,10.6
颇林,2024-04-11 06:00,9.3,0.9,70.0,94.0,10.9,8.3,1020.0,1023.8,10.0,8.0,1038.0,10.5
颇林,2024-04-11 07:00,9.6,1.1,90.0,95.0,11.3,8.8,1019.9,1023.6,9.0,7.0,1008.0,10.8
颇林,2024-04-11 08:00,10.9,0.5,360.0,90.0,11.7,9.3,1020.7,1024.4,9.0,4.0,864.0,12.2
颇林,2024-04-11 09:00,11.6,0.8,180.0,86.0,11.7,9.3,1020.5,1024.2,10.0,9.0,990.0,13.0
颇林,2024-04-11 10:00,12.0,0.7,70.0,90.0,12.6,10.4,1020.6,1024.3,10.0,7.0,762.0,13.3
颇林,2024-04-11 11:00,13.3,0.6,70.0,84.0,12.8,10.6,1020.0,1023.7,10.0,9.0,1287.0,15.4
颇林,2024-04-11 12:00,14.1,1.0,20.0,82.0,13.1,11.0,1019.5,1023.2,9.0,5.0,1203.0,16.8
颇林,2024-04-11 13:00,15.9,0.7,110.0,71.0,12.8,10.6,1018.7,1022.4,10.0,0.0,1932.0,18.3
颇林,2024-04-11 14:00,16.3,1.3,360.0,68.0,12.5,10.3,1018.4,1022.1,10.0,3.0,1874.0,18.8
颇林,2024-04-11 15:00,17.0,1.6,360.0,67.0,12.9,10.8,1017.6,1021.2,8.0,0.0,2020.0,19.6
颇林,2024-04-11 16:00,18.7,1.6,360.0,59.0,12.7,10.5,1016.9,1020.5,4.0,2.0,1816.0,21.3
颇林,2024-04-11 17:00,18.3,1.0,20.0,57.0,11.9,9.6,1016.3,1019.9,0.0,0.0,1625.0,19.5
颇林,2024-04-11 18:00,17.6,1.4,20.0,58.0,11.6,9.2,1016.3,1019.9,0.0,0.0,1929.0,17.2
颇林,2024-04-11 19:00,15.4,1.1,70.0,61.0,10.6,7.9,1016.4,1020.1,0.0,0.0,2679.0,14.8
颇林,2024-04-11 20:00,12.9,0.0,0.0,69.0,10.2,7.3,1016.7,1020.4,0.0,0.0,2457.0,12.8
颇林,2024-04-11 21:00,11.3,0.6,160.0,78.0,10.4,7.5,1017.4,1021.1,0.0,0.0,1846.0,11.6
颇林,2024-04-11 22:00,10.8,0.5,200.0,82.0,10.6,7.8,1017.7,1021.4,0.0,0.0,1841.0,10.8
颇林,2024-04-11 23:00,9.0,0.7,200.0,85.0,9.7,6.6,1017.8,1021.5,0.0,0.0,1535.0,10.0
颇林,2024-04-12 00:00,8.6,0.3,0.0,89.0,9.9,6.8,1017.8,1021.6,0.0,0.0,1328.0,9.3
