지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
100,대관령,2024-02-17 09:00,-0.7,,,,5.3,,270.0,,59.0,,3.4,-7.7,929.9,,1023.4,,,9.0,0.82,,19.3,,0.0,0.0,,,-0.3,,,,,
100,대관령,2024-02-17 10:00,1.6,,,,2.6,,320.0,,42.0,,2.9,-9.9,930.5,,1023.1,,,9.0,1.51,,19.2,,0.0,0.0,,,-0.2,,,,,
100,대관령,2024-02-17 11:00,2.9,,,,6.0,,290.0,,34.0,,2.6,-11.4,930.3,,1022.3,,,9.0,2.22,,19.2,,0.0,0.0,,,-0.1,,,,,
100,대관령,2024-02-17 12:00,4.2,,,,4.7,,270.0,,33.0,,2.7,-10.6,930.0,,1021.7,,,9.0,2.51,,18.8,,0.0,0.0,,,0.0,,,,,
100,대관령,2024-02-17 13:00,5.5,,,,4.7,,290.0,,33.0,,3.0,-9.5,929.5,,1020.6,,,9.0,2.64,,18.2,,0.0,0.0,,,0.0,,,,,
100,대관령,2024-02-17 14:00,6.0,,,,6.3,,270.0,,33.0,,3.1,-9.0,929.1,,1019.9,,,9.0,2.54,,17.7,,0.0,0.0,,,0.0,,,,,
100,대관령,2024-02-17 15:00,6.8,,,,6.0,,270.0,,37.0,,3.6,-6.9,928.8,,1019.2,,,9.0,2.27,,17.1,,0.0,0.0,,,0.0,,,,,
100,대관령,2024-02-17 16:00,7.0,,,,6.4,,270.0,,41.0,,4.1,-5.3,929.2,,1019.6,,,9.0,1.72,,16.6,,0.0,0.0,,,0.0,,,,,
100,대관령,2024-02-17 17:00,6.5,,,,6.1,,270.0,,41.0,,4.0,-5.8,929.4,,1020.0,,,9.0,1.03,,16.3,,0.0,0.0,,,-0.2,,,,,
100,대관령,2024-02-17 18:00,5.0,,,,4.0,,290.0,,49.0,,4.3,-4.8,929.9,,1021.2,,,9.0,0.29,,16.3,,0.0,0.0,,,-0.2,,,,,
100,대관령,2024-02-17 19:00,2.4,,,,2.7,,320.0,,61.0,,4.4,-4.3,930.3,,1022.5,,,9.0,0.0,,16.3,,0.0,0.0,,,-0.3,,,,,
100,대관령,2024-02-17 20:00,1.5,,,,1.9,,320.0,,63.0,,4.3,-4.7,930.7,,1023.4,,,9.0,,9.0,16.3,,0.0,0.0,,,-0.4,,,,,
100,대관령,2024-02-17 21:00,1.5,,,,1.6,,250.0,,64.0,,4.4,-4.5,931.0,,1023.7,,,9.0,,9.0,16.3,,3.0,0.0,,,-0.4,,,,,
100,대관령,2024-02-17 22:00,0.3,,,,1.3,,250.0,,68.0,,4.2,-4.9,931.1,,1024.3,,,9.0,,9.0,16.5,,3.0,0.0,,,-0.4,,,,,
100,대관령,2024-02-17 23:00,-1.3,,,,1.9,,320.0,,70.0,,3.9,-6.0,931.2,,1025.1,,,9.0,,9.0,16.5,,3.0,0.0,,,-0.4,,,,,
100,대관령,2024-02-18 00:00,-0.9,,,,1.6,,20.0,,73.0,,4.2,-5.1,931.2,,1024.9,,,9.0,,9.0,16.5,,3.0,0.0,,,-0.4,,,,,
100,대관령,2024-02-18 01:00,-1.7,,,,1.3,,320.0,,68.0,,3.7,-6.8,931.1,,1025.2,,,9.0,,9.0,16.5,,3.0,0.0,,,-0.5,,,,,
100,대관령,2024-02-18 02:00,-1.5,,,,0.7,,340.0,,73.0,,4.0,-5.7,930.8,,1024.7,,,9.0,,9.0,16.6,,3.0,0.0,,,-0.5,,,,,
100,대관령,2024-02-18 03:00,-2.2,,,,0.7,,320.0,,78.0,,4.1,-5.5,930.7,,1024.8,,,9.0,,9.0,16.6,,3.0,0.0,,,-0.5,,,,,
100,대관령,2024-02-18 04:00,-2.5,,,,2.5,,270.0,,77.0,,3.9,-5.9,930.3,,1024.5,,,9.0,,9.0,16.6,,3.0,0.0,,,-0.5,,,,,
100,대관령,2024-02-18 05:00,-2.2,,,,1.8,,250.0,,76.0,,4.0,-5.8,930.3,,1024.3,,,9.0,,9.0,16.6,,3.0,0.0,,,-0.5,,,,,
100,대관령,2024-02-18 06:00,-2.5,,,,2.2,,290.0,,77.0,,3.9,-5.9,930.0,,1024.1,,,9.0,,9.0,16.6,,3.0,0.0,,,-0.5,,,,,
100,대관령,2024-02-18 07:00,-3.4,,,,1.1,,320.0,,77.0,,3.7,-6.8,930.2,,1024.7,,,9.0,,9.0,16.6,,0.0,0.0,,,-0.5,,,,,
100,대관령,2024-02-18 08:00,-1.6,,,,3.3,,270.0,,74.0,,4.0,-5.6,930.7,,1024.7,,,9.0,0.12,,16.3,,0.0,0.0,,,-0.4,,,,,
100,대관령,2024-02-18 09:00,1.7,,,,0.5,,20.0,,62.0,,4.3,-4.8,931.5,,1024.2,,,9.0,0.72,,16.2,,3.0,0.0,,,-0.2,,,,,
100,대관령,2024-02-18 10:00,6.4,,,,0.7,,270.0,,42.0,,4.0,-5.6,931.4,,1022.3,,,9.0,1.4,,15.8,,5.0,0.0,,,0.0,,,,,
100,대관령,2024-02-18 11:00,8.8,,,,3.7,,290.0,,24.0,,2.7,-10.7,931.0,,1021.2,,,9.0,2.03,,15.8,,0.0,0.0,,,0.0,,,,,
100,대관령,2024-02-18 12:00,9.8,,,,4.1,,290.0,,22.0,,2.7,-10.9,930.5,,1020.2,,,9.0,2.48,,15.3,,0.0,0.0,,,0.0,,,,,
100,대관령,2024-02-18 13:00,10.8,,,,3.8,,320.0,,21.0,,2.7,-10.7,929.7,,1018.8,,,9.0,2.57,,14.8,,0.0,0.0,,,0.0,,,,,
100,대관령,2024-02-18 14:00,11.6,,,,2.6,,320.0,,16.0,,2.2,-13.4,929.1,,1017.8,,,9.0,2.31,,14.3,,7.0,1.0,,11.0,0.1,,,,,
100,대관령,2024-02-18 15:00,9.6,,,,3.8,,320.0,,25.0,,3.0,-9.5,928.7,,1018.3,,,9.0,0.75,,14.5,,8.0,8.0,,9.0,-0.2,,,,,
100,대관령,2024-02-18 16:00,9.0,,,,3.3,,290.0,,35.0,,4.0,-5.6,928.8,,1018.7,,,9.0,0.53,,14.3,,6.0,6.0,,8.0,-0.2,,,,,
100,대관령,2024-02-18 17:00,8.4,,,,2.4,,270.0,,41.0,,4.5,-4.1,928.7,,1018.8,,,9.0,0.31,,14.0,,8.0,8.0,,7.0,-0.2,,,,,
100,대관령,2024-02-18 18:00,7.3,,0.0,,1.9,,290.0,,51.0,,5.2,-2.1,928.7,,1018.9,,,9.0,0.09,,13.8,,10.0,9.0,,7.0,-0.3,,,,,
100,대관령,2024-02-18 19:00,5.4,,,9.0,1.5,,290.0,,69.0,,6.2,0.1,928.9,,1020.0,,,9.0,0.0,,13.8,,7.0,4.0,,9.0,-0.3,,,,,
100,대관령,2024-02-18 20:00,4.8,,,9.0,1.2,,290.0,,72.0,,6.2,0.1,928.5,,1019.8,,,9.0,,9.0,13.6,,6.0,6.0,,5.0,-0.3,,,,,
100,대관령,2024-02-18 21:00,4.4,,0.0,,1.6,,290.0,,80.0,,6.7,1.2,928.0,,1019.4,,,9.0,,9.0,13.5,,9.0,9.0,,5.0,-0.3,,,,,
100,대관령,2024-02-18 22:00,3.6,,,9.0,1.6,,290.0,,92.0,,7.3,2.4,927.2,,1018.9,,,9.0,,9.0,13.3,,10.0,8.0,,5.0,-0.3,,,,,
100,대관령,2024-02-18 23:00,3.9,,,9.0,1.5,,290.0,,94.0,,7.6,3.0,926.9,,1018.4,,,9.0,,9.0,13.1,,10.0,9.0,,5.0,-0.3,,,,,
100,대관령,2024-02-19 00:00,4.6,,2.6,,1.4,,160.0,,96.0,,8.1,4.0,926.0,,1017.1,,,9.0,,9.0,12.8,,10.0,7.0,,,-0.3,,,,,
100,대관령,2024-02-19 01:00,8.4,,,9.0,2.0,,270.0,,97.0,,10.6,7.9,924.3,,1014.0,,,9.0,,9.0,13.0,,10.0,6.0,,4.0,-0.3,,,,,
100,대관령,2024-02-19 02:00,7.8,,,9.0,2.3,,340.0,,97.0,,10.2,7.3,923.4,,1012.9,,,9.0,,9.0,,,10.0,8.0,,8.0,-0.3,,,,,
100,대관령,2024-02-19 03:00,5.9,,11.8,,1.8,,320.0,,95.0,,8.8,5.1,922.4,,1012.6,,,9.0,,9.0,,,10.0,9.0,,6.0,-0.3,,,,,
100,대관령,2024-02-19 04:00,7.0,,,9.0,0.8,,160.0,,97.0,,9.7,6.5,921.6,,1011.3,,,9.0,,9.0,,,8.0,8.0,,5.0,-0.3,,,,,
100,대관령,2024-02-19 05:00,7.9,,,9.0,1.7,,290.0,,97.0,,10.3,7.4,921.3,,1010.5,,,9.0,,9.0,,,6.0,6.0,,,-0.3,,,,,
100,대관령,2024-02-19 06:00,7.4,,3.6,,0.8,,320.0,,97.0,,9.9,6.9,921.1,,1010.5,,,9.0,,9.0,,,6.0,5.0,,8.0,-0.3,,,,,
100,대관령,2024-02-19 07:00,6.0,,,9.0,0.7,,110.0,,97.0,,9.0,5.5,920.9,,1010.9,,,9.0,,9.0,,,10.0,10.0,,,-0.3,,,,,
100,대관령,2024-02-19 08:00,5.8,,,9.0,0.3,,0.0,,97.0,,8.9,5.3,921.1,,1011.2,,,9.0,0.01,,,,9.0,9.0,,,-0.3,,,,,
100,대관령,2024-02-19 09:00,5.1,,0.6,,0.0,,0.0,,97.0,,8.5,4.6,921.0,,1011.4,,,9.0,0.04,,,,10.0,10.0,,,-0.3,,,,,
100,대관령,2024-02-19 10:00,5.1,,,9.0,0.2,,0.0,,97.0,,8.5,4.6,920.6,,1011.0,,,9.0,0.12,,,,10.0,10.0,,,-0.3,,,,,
100,대관령,2024-02-19 11:00,5.9,,,9.0,1.1,,290.0,,97.0,,9.0,5.4,920.9,,1011.0,,,9.0,0.33,,,,10.0,10.0,,,-0.3,,,,,
100,대관령,2024-02-19 12:00,7.2,,0.0,,1.3,,290.0,,97.0,,9.8,6.7,920.8,,1010.3,,,9.0,0.41,,,,10.0,10.0,,,-0.2,,,,,
100,대관령,2024-02-19 13:00,8.7,,,9.0,2.5,,320.0,,97.0,,10.9,8.2,920.5,,1009.7,,,9.0,0.31,,,,9.0,9.0,,,-0.2,,,,,
100,대관령,2024-02-19 14:00,8.1,,,9.0,2.0,,340.0,,97.0,,10.4,7.6,919.8,,1009.2,,,9.0,0.32,,,,8.0,4.0,,7.0,-0.2,,,,,
100,대관령,2024-02-19 15:00,9.3,,0.5,,3.0,,290.0,,97.0,,11.3,8.8,920.5,,1009.4,,,9.0,0.33,,,,9.0,9.0,,2.0,-0.2,,,,,
100,대관령,2024-02-19 16:00,9.1,,,9.0,5.7,,270.0,,97.0,,11.2,8.6,920.8,,1009.8,,,9.0,0.25,,,,10.0,9.0,,3.0,-0.2,,,,,
100,대관령,2024-02-19 17:00,8.8,,,9.0,2.5,,270.0,,97.0,,10.9,8.3,921.7,,1011.0,,,9.0,0.33,,,,9.0,9.0,,2.0,-0.2,,,,,
100,대관령,2024-02-19 18:00,8.3,,0.4,,2.3,,290.0,,98.0,,10.6,7.9,922.4,,1012.0,,,9.0,0.01,,7.1,,10.0,9.0,,,-0.3,,,,,
100,대관령,2024-02-19 19:00,5.3,,,9.0,2.3,,110.0,,98.0,,8.7,5.0,923.7,,1014.3,,,9.0,0.0,,7.0,,10.0,9.0,,3.0,-0.3,,,,,
100,대관령,2024-02-19 20:00,2.9,,,9.0,4.5,,90.0,,98.0,,7.4,2.6,924.8,,1016.3,,,9.0,,9.0,6.8,,10.0,10.0,,68.0,-0.3,,,,,
100,대관령,2024-02-19 21:00,2.4,,1.6,,3.6,,110.0,,98.0,,7.1,2.1,925.8,,1017.6,,,9.0,,9.0,6.5,,9.0,9.0,,,-0.4,,,,,
100,대관령,2024-02-19 22:00,2.0,,,9.0,2.7,,110.0,,98.0,,6.9,1.7,927.1,,1019.2,,,9.0,,9.0,6.5,,0.0,0.0,,,-0.4,,,,,
100,대관령,2024-02-19 23:00,1.2,,,9.0,2.6,,110.0,,98.0,,6.5,0.9,927.8,,1020.3,,,9.0,,9.0,6.5,,9.0,9.0,,69.0,-0.4,,,,,
100,대관령,2024-02-20 00:00,1.0,,0.5,,2.3,,70.0,,98.0,,6.4,0.7,927.4,,1019.9,,,9.0,,9.0,6.4,,6.0,6.0,,,-0.4,,,,,
100,대관령,2024-02-20 01:00,1.1,,,,2.5,,90.0,,98.0,,6.5,0.8,928.8,,1021.4,,,9.0,,9.0,6.3,,7.0,7.0,,69.0,-0.4,,,,,
100,대관령,2024-02-20 02:00,0.5,,,,2.2,,110.0,,98.0,,6.2,0.2,929.3,,1022.2,,,9.0,,9.0,6.3,,6.0,6.0,,69.0,-0.4,,,,,
100,대관령,2024-02-20 03:00,0.5,,,,2.9,,90.0,,98.0,,6.2,0.2,930.0,,1023.0,,,9.0,,9.0,6.3,,10.0,10.0,,,-0.4,,,,,
100,대관령,2024-02-20 04:00,0.2,,,,2.1,,90.0,,98.0,,6.1,0.0,930.7,,1023.9,,,9.0,,9.0,6.3,,10.0,8.0,,2.0,-0.4,,,,,
100,대관령,2024-02-20 05:00,-0.5,,,,0.0,,0.0,,98.0,,5.8,-0.7,931.2,,1024.8,,,9.0,,9.0,7.3,,10.0,9.0,,3.0,-0.4,,,,,
100,대관령,2024-02-20 06:00,-1.3,,1.4,,0.0,,0.0,,98.0,,5.5,-1.5,932.2,,1026.2,,,9.0,,9.0,9.1,,10.0,9.0,,2.0,-0.4,,,,,
100,대관령,2024-02-20 07:00,-1.8,,,9.0,0.0,,0.0,,98.0,,5.3,-2.0,932.4,,1026.6,,,9.0,,9.0,10.1,,10.0,9.0,,5.0,-0.4,,,,,
100,대관령,2024-02-20 08:00,-2.0,,,9.0,0.0,,0.0,,98.0,,5.2,-2.2,933.5,,1027.8,,,9.0,0.02,,10.3,,10.0,10.0,,3.0,-0.4,,,,,
100,대관령,2024-02-20 09:00,-1.7,,0.6,,,9.0,,9.0,98.0,,5.3,-1.9,934.2,,1028.6,,,9.0,0.2,,10.6,,10.0,10.0,,3.0,-0.4,,,,,
100,대관령,2024-02-20 10:00,-1.4,,,9.0,,9.0,,9.0,98.0,,5.4,-1.6,934.1,,1028.3,,,9.0,0.33,,11.1,,10.0,9.0,,3.0,-0.4,,,,,
100,대관령,2024-02-20 11:00,-1.5,,,9.0,,9.0,,9.0,98.0,,5.4,-1.7,934.8,,1029.2,,,9.0,0.64,,11.3,,10.0,9.0,,4.0,-0.4,,,,,
100,대관령,2024-02-20 12:00,-1.5,,,9.0,,9.0,,9.0,98.0,,5.4,-1.7,935.0,,1029.4,,,9.0,0.5,,11.6,,9.0,9.0,,2.0,-0.4,,,,,
100,대관령,2024-02-20 13:00,-1.7,,,9.0,,9.0,,9.0,98.0,,5.3,-1.9,934.8,,1029.2,,,9.0,0.58,,12.1,,10.0,10.0,,2.0,-0.4,,,,,
100,대관령,2024-02-20 14:00,-1.9,,,9.0,,9.0,,9.0,98.0,,5.2,-2.1,934.6,,1029.1,,,9.0,0.4,,12.8,,10.0,9.0,,1.0,-0.4,,,,,
100,대관령,2024-02-20 15:00,-2.1,,,9.0,,9.0,,9.0,98.0,,5.2,-2.3,934.3,,1028.7,,,9.0,0.32,,13.1,,10.0,9.0,,70.0,-0.4,,,,,
100,대관령,2024-02-20 16:00,-1.9,,,9.0,,9.0,,9.0,98.0,,5.2,-2.1,934.1,,1028.6,,,9.0,0.27,,13.5,,10.0,8.0,,2.0,-0.4,,,,,
100,대관령,2024-02-20 17:00,-2.1,,,9.0,,9.0,,9.0,98.0,,5.2,-2.3,934.2,,1028.6,,,9.0,0.23,,13.9,,10.0,9.0,,2.0,-0.4,,,,,
100,대관령,2024-02-20 18:00,-2.5,,1.3,,,9.0,,9.0,98.0,,5.0,-2.7,934.8,,1029.4,,,9.0,0.06,,15.1,,10.0,9.0,,2.0,-0.4,,,,,
100,대관령,2024-02-20 19:00,-2.5,,,9.0,,9.0,,9.0,98.0,,5.0,-2.7,935.4,,1030.1,,,9.0,0.0,,16.7,,9.0,9.0,,3.0,-0.4,,,,,
100,대관령,2024-02-20 20:00,-2.8,,,9.0,,,,,98.0,,4.9,-3.0,935.7,,1030.5,,,,,,17.0,,9.0,9.0,,,-0.4,,,,,
100,대관령,2024-02-20 21:00,-2.8,,1.2,,,,,,98.0,,4.9,-3.0,935.9,,1030.8,,,,,,17.2,,10.0,5.0,,8.0,-0.4,,,,,
100,대관령,2024-02-20 22:00,-3.0,,,9.0,,,,,98.0,,4.8,-3.2,936.1,,1031.1,,,,,,17.6,,9.0,8.0,,2.0,-0.4,,,,,
100,대관령,2024-02-20 23:00,-3.0,,,9.0,,,,,98.0,,4.8,-3.2,935.7,,1030.6,,,,,,17.7,,10.0,7.0,,70.0,-0.4,,,,,
100,대관령,2024-02-21 00:00,-3.0,,,9.0,,,,,98.0,,4.8,-3.2,935.2,,1030.1,,,,,,17.7,,10.0,8.0,,2.0,-0.4,,,,,
100,대관령,2024-02-21 01:00,-2.8,,,,,,,,98.0,,4.9,-3.0,935.0,,1029.8,,,,,,18.3,,9.0,7.0,,2.0,-0.4,,,,,
100,대관령,2024-02-21 02:00,-2.8,,,9.0,,,,,98.0,,4.9,-3.0,934.5,,1029.2,,,,,,19.1,,9.0,9.0,,2.0,-0.4,,,,,
100,대관령,2024-02-21 03:00,-2.8,,0.4,,,,,,98.0,,4.9,-3.0,934.1,,1028.8,,,,,,19.5,,10.0,8.0,,2.0,-0.4,,,,,
100,대관령,2024-02-21 04:00,-3.0,,,9.0,,,,,97.0,,4.8,-3.4,933.6,,1028.3,,,,,,20.2,,10.0,9.0,,2.0,-0.4,,,,,
100,대관령,2024-02-21 05:00,-3.1,,,9.0,,,,,97.0,,4.7,-3.5,932.5,,1027.1,,,,,,20.8,,10.0,8.0,,2.0,-0.4,,,,,
100,대관령,2024-02-21 06:00,-3.1,,1.4,,,,,,97.0,,4.7,-3.5,932.9,,1027.6,,,,,,21.3,,10.0,8.0,,2.0,-0.5,,,,,
100,대관령,2024-02-21 07:00,-3.0,,,9.0,,,,,97.0,,4.8,-3.4,933.1,,1027.7,,,,,,23.1,,10.0,10.0,,,-0.4,,,,,
100,대관령,2024-02-21 08:00,-3.0,,,9.0,,9.0,,9.0,97.0,,4.8,-3.4,933.1,,1027.7,,,9.0,0.03,,24.1,,10.0,5.0,,69.0,-0.5,,,,,
100,대관령,2024-02-21 09:00,-3.0,,4.7,,,9.0,,9.0,97.0,,4.8,-3.4,933.6,,1028.3,,,9.0,0.19,,25.7,,10.0,10.0,,,-0.4,,,,,
100,대관령,2024-02-21 10:00,-3.0,,,9.0,,9.0,,9.0,97.0,,4.8,-3.4,933.4,,1028.1,,,9.0,0.32,,27.0,,10.0,10.0,,70.0,-0.4,,,,,
100,대관령,2024-02-21 11:00,-2.8,,,9.0,,9.0,,9.0,96.0,,4.8,-3.3,933.3,,1027.9,,,9.0,0.65,,28.4,,10.0,10.0,,,-0.4,,,,,
100,대관령,2024-02-21 12:00,-2.8,,4.5,,,9.0,,9.0,96.0,,4.8,-3.3,932.7,,1027.2,,,9.0,0.78,,28.8,,10.0,9.0,,69.0,-0.4,,,,,
100,대관령,2024-02-21 13:00,-3.1,,,9.0,,9.0,,9.0,96.0,,4.7,-3.6,932.2,,1026.8,,,9.0,0.72,,30.1,,10.0,10.0,,,-0.4,,,,,
100,대관령,2024-02-21 14:00,-3.0,,,9.0,,9.0,,9.0,95.0,,4.7,-3.6,931.6,,1026.1,,,9.0,0.65,,31.5,,10.0,10.0,,,-0.4,,,,,
100,대관령,2024-02-21 15:00,-3.3,,5.2,,,9.0,,9.0,95.0,,4.6,-3.9,931.5,,1026.1,,,9.0,0.74,,32.5,,10.0,10.0,,,-0.4,,,,,
100,대관령,2024-02-21 16:00,-3.6,,,9.0,,9.0,,9.0,95.0,,4.5,-4.2,931.6,,1026.3,,,9.0,0.56,,33.5,,10.0,10.0,,,-0.4,,,,,
100,대관령,2024-02-21 17:00,-3.8,,,9.0,,9.0,,9.0,95.0,,4.4,-4.4,931.6,,1026.4,,,9.0,0.29,,34.4,,10.0,10.0,,,-0.4,,,,,
100,대관령,2024-02-21 18:00,-4.3,,4.5,,,9.0,,9.0,95.0,,4.2,-4.9,931.5,,1026.5,,,9.0,0.06,,35.2,,10.0,10.0,,,-0.5,,,,,
100,대관령,2024-02-21 19:00,-4.7,,,9.0,,9.0,,9.0,95.0,,4.1,-5.3,932.6,,1027.9,,,9.0,0.0,,36.2,,10.0,10.0,,,-0.5,,,,,
100,대관령,2024-02-21 20:00,-4.9,,,9.0,,,,,96.0,,4.1,-5.4,932.7,,1028.1,,,,,,37.0,,10.0,9.0,,70.0,-0.5,,,,,
100,대관령,2024-02-21 21:00,-4.9,,5.5,,,,,,96.0,,4.1,-5.4,933.0,,1028.4,,,,,,38.4,,10.0,5.0,,70.0,-0.5,,,,,
100,대관령,2024-02-21 22:00,-5.0,,,9.0,,,,,96.0,,4.1,-5.5,933.1,,1028.6,,,,,,39.2,,10.0,5.0,,70.0,-0.5,,,,,
100,대관령,2024-02-21 23:00,-5.0,,,9.0,,,,,95.0,,4.0,-5.6,933.0,,1028.4,,,,,,41.1,,10.0,10.0,,,-0.5,,,,,
100,대관령,2024-02-22 00:00,-5.2,,4.9,,,,,,95.0,,4.0,-5.8,933.3,,1028.9,,,,,,42.2,,10.0,4.0,,7.0,-0.5,,,,,
100,대관령,2024-02-22 01:00,-5.4,,,9.0,,,,,95.0,,3.9,-6.0,933.6,,1029.3,,,,,,43.5,,10.0,10.0,,,-0.5,,,,,
100,대관령,2024-02-22 02:00,-6.0,,,9.0,,,,,95.0,,3.7,-6.6,933.9,,1029.8,,,,,,44.9,,10.0,10.0,,,-0.5,,,,,
100,대관령,2024-02-22 03:00,-6.2,,5.0,,,,,,94.0,,3.6,-7.0,934.3,,1030.4,,,,,,46.5,,10.0,10.0,,,-0.5,,,,,
100,대관령,2024-02-22 04:00,-6.5,,,9.0,,,,,94.0,,3.5,-7.3,934.6,,1030.8,,,,,,48.0,,10.0,10.0,,,-0.5,,,,,
100,대관령,2024-02-22 05:00,-6.5,,,9.0,,,,,94.0,,3.5,-7.3,934.9,,1031.2,,,,,,48.7,,10.0,9.0,,2.0,-0.5,,,,,
100,대관령,2024-02-22 06:00,-6.7,,2.9,,,,,,93.0,,3.5,-7.6,935.0,,1031.4,,,,,,49.5,,10.0,9.0,,2.0,-0.5,,,,,
100,대관령,2024-02-22 07:00,-6.5,,,9.0,,,,,93.0,,3.5,-7.4,935.1,,1031.4,,,,,,50.2,,10.0,8.0,,2.0,-0.5,,,,,
100,대관령,2024-02-22 08:00,-6.6,,,9.0,,9.0,,9.0,93.0,,3.5,-7.5,935.8,,1032.2,,,9.0,0.06,,51.0,,10.0,9.0,,2.0,-0.5,,,,,
100,대관령,2024-02-22 09:00,-6.4,,1.6,,,9.0,,9.0,94.0,,3.6,-7.2,936.4,,1032.8,,,9.0,0.23,,51.0,,10.0,10.0,,2.0,-0.5,,,,,
100,대관령,2024-02-22 10:00,-5.9,,,9.0,,9.0,,9.0,93.0,,3.7,-6.8,936.1,,1032.2,,,9.0,0.44,,52.5,,10.0,7.0,,2.0,-0.5,,,,,
100,대관령,2024-02-22 11:00,-5.7,,,9.0,,9.0,,9.0,94.0,,3.8,-6.5,937.3,,1033.5,,,9.0,0.42,,53.4,,10.0,9.0,,2.0,-0.5,,,,,
100,대관령,2024-02-22 12:00,-5.7,,1.8,,,9.0,,9.0,94.0,,3.8,-6.5,937.4,,1033.6,,,9.0,0.51,,53.5,,10.0,9.0,,2.0,-0.4,,,,,
100,대관령,2024-02-22 13:00,-5.6,,,9.0,,9.0,,9.0,92.0,,3.7,-6.6,936.2,,1032.2,,,9.0,0.75,,53.7,,10.0,10.0,,3.0,-0.4,,,,,
100,대관령,2024-02-22 14:00,-5.7,,,9.0,,9.0,,9.0,93.0,,3.7,-6.6,935.7,,1031.7,,,9.0,0.79,,53.7,,10.0,10.0,,2.0,-0.4,,,,,
100,대관령,2024-02-22 15:00,-6.3,,1.1,,,9.0,,9.0,94.0,,3.6,-7.1,935.9,,1032.2,,,9.0,0.54,,54.0,,10.0,10.0,,2.0,-0.4,,,,,
100,대관령,2024-02-22 16:00,-6.2,,,9.0,,9.0,,9.0,95.0,,3.7,-6.8,936.0,,1032.2,,,9.0,0.38,,54.2,,10.0,10.0,,,-0.5,,,,,
100,대관령,2024-02-22 17:00,-6.5,,,9.0,,9.0,,9.0,94.0,,3.5,-7.3,936.1,,1032.5,,,9.0,0.31,,54.2,,10.0,9.0,,3.0,-0.5,,,,,
100,대관령,2024-02-22 18:00,-6.5,,0.6,,,9.0,,9.0,95.0,,3.6,-7.1,935.6,,1031.9,,,9.0,0.07,,55.0,,10.0,9.0,,3.0,-0.5,,,,,
100,대관령,2024-02-22 19:00,-6.7,,,9.0,,9.0,,9.0,95.0,,3.5,-7.3,936.4,,1032.9,,,9.0,0.0,,55.4,,9.0,9.0,,2.0,-0.5,,,,,
100,대관령,2024-02-22 20:00,-7.0,,,9.0,,,,,96.0,,3.5,-7.5,936.2,,1032.6,,,,,,55.0,,10.0,9.0,,,-0.5,,,,,
100,대관령,2024-02-22 21:00,-6.9,,0.4,,,,,,96.0,,3.5,-7.4,936.5,,1033.1,,,,,,55.0,,9.0,9.0,,71.0,-0.5,,,,,
100,대관령,2024-02-22 22:00,-6.7,,,9.0,,,,,96.0,,3.6,-7.2,937.0,,1033.6,,,,,,55.0,,10.0,9.0,,3.0,-0.5,,,,,
100,대관령,2024-02-22 23:00,-6.7,,,9.0,,,,,96.0,,3.6,-7.2,936.7,,1033.2,,,,,,55.2,,10.0,9.0,,3.0,-0.5,,,,,
100,대관령,2024-02-23 00:00,-6.9,,0.9,,,,,,96.0,,3.5,-7.4,936.4,,1033.0,,,,,,55.2,,10.0,10.0,,,-0.5,,,,,
100,대관령,2024-02-23 01:00,-6.9,,,9.0,,,,,95.0,,3.5,-7.5,936.3,,1032.9,,,,,,55.4,,10.0,10.0,,2.0,-0.5,,,,,
100,대관령,2024-02-23 02:00,-7.0,,,9.0,,,,,95.0,,3.5,-7.6,936.6,,1033.1,,,,,,55.7,,10.0,9.0,,2.0,-0.5,,,,,
100,대관령,2024-02-23 03:00,-7.1,,0.9,,,,,,95.0,,3.4,-7.7,936.2,,1032.7,,,,,,55.7,,10.0,10.0,,4.0,-0.5,,,,,
100,대관령,2024-02-23 04:00,-7.2,,,9.0,,,,,95.0,,3.4,-7.8,936.1,,1032.6,,,,,,55.9,,10.0,9.0,,2.0,-0.5,,,,,
100,대관령,2024-02-23 05:00,-7.2,,,9.0,,,,,94.0,,3.3,-8.0,936.4,,1033.0,,,,,,55.9,,10.0,9.0,,,-0.5,,,,,
100,대관령,2024-02-23 06:00,-7.2,,0.1,,,,,,93.0,,3.3,-8.1,936.7,,1033.3,,,,,,56.0,,10.0,9.0,,2.0,-0.5,,,,,
100,대관령,2024-02-23 07:00,-7.0,,,9.0,,,,,92.0,,3.3,-8.0,937.3,,1033.9,,,,,,56.0,,10.0,10.0,,3.0,-0.5,,,,,
100,대관령,2024-02-23 08:00,-6.7,,,9.0,,9.0,,9.0,92.0,,3.4,-7.7,938.2,,1034.9,,,9.0,0.03,,56.0,,9.0,9.0,,4.0,-0.5,,,,,
