¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,±‚ø¬(°∆C),±‚ø¬ QC«√∑°±◊,∞≠ºˆ∑Æ(mm),∞≠ºˆ∑Æ QC«√∑°±◊,«≥º”(m/s),«≥º” QC«√∑°±◊,«≥«‚(16πÊ¿ß),«≥«‚ QC«√∑°±◊,Ω¿µµ(%),Ω¿µµ QC«√∑°±◊,¡ı±‚æ–(hPa),¿ÃΩΩ¡°ø¬µµ(°∆C),«ˆ¡ˆ±‚æ–(hPa),«ˆ¡ˆ±‚æ– QC«√∑°±◊,«ÿ∏È±‚æ–(hPa),«ÿ∏È±‚æ– QC«√∑°±◊,¿œ¡∂(hr),¿œ¡∂ QC«√∑°±◊,¿œªÁ(MJ/m2),¿œªÁ QC«√∑°±◊,¿˚º≥(cm),3Ω√∞£Ω≈¿˚º≥(cm),¿¸øÓ∑Æ(10∫–¿ß),¡ﬂ«œ√˛øÓ∑Æ(10∫–¿ß),øÓ«¸(øÓ«¸æ‡æÓ),√÷¿˙øÓ∞Ì(100m ),¡ˆ∏Èø¬µµ(°∆C),¡ˆ∏Èø¬µµ QC«√∑°±◊,5cm ¡ˆ¡ﬂø¬µµ(°∆C),10cm ¡ˆ¡ﬂø¬µµ(°∆C),20cm ¡ˆ¡ﬂø¬µµ(°∆C),30cm ¡ˆ¡ﬂø¬µµ(°∆C)
271,∫¿»≠,2024-03-03 06:00,1.2,,0.9,,0.6,,180.0,,88.0,,5.9,-0.5,977.1,,1017.1,,,9.0,,9.0,2.2,,10.0,10.0,,45.0,0.0,,,,,
271,∫¿»≠,2024-03-03 07:00,1.3,,,9.0,1.3,,340.0,,84.0,,5.6,-1.1,977.6,,1017.6,,0.0,,,9.0,2.2,,7.0,6.0,,11.0,-0.1,,,,,
271,∫¿»≠,2024-03-03 08:00,0.0,,,9.0,0.5,,360.0,,88.0,,5.4,-1.7,978.3,,1018.6,,0.2,,,9.0,2.0,,0.0,0.0,,,-0.2,,,,,
271,∫¿»≠,2024-03-03 09:00,2.4,,,9.0,0.9,,50.0,,77.0,,5.6,-1.2,978.5,,1018.4,,1.0,,,9.0,1.7,,0.0,0.0,,,0.0,,,,,
271,∫¿»≠,2024-03-03 10:00,3.5,,,9.0,2.3,,270.0,,63.0,,5.0,-2.8,978.5,,1018.2,,1.0,,,9.0,0.8,,0.0,0.0,,,0.0,,,,,
271,∫¿»≠,2024-03-03 11:00,4.8,,,9.0,3.0,,230.0,,62.0,,5.4,-1.8,978.3,,1017.8,,1.0,,,9.0,,,1.0,1.0,,61.0,1.2,,,,,
271,∫¿»≠,2024-03-03 12:00,5.9,,,9.0,2.4,,320.0,,48.0,,4.5,-4.2,978.2,,1017.5,,0.5,,,9.0,,,8.0,1.0,,15.0,4.8,,,,,
271,∫¿»≠,2024-03-03 13:00,7.0,,,9.0,2.1,,290.0,,48.0,,4.8,-3.2,977.5,,1016.6,,0.1,,,9.0,,,8.0,2.0,,14.0,7.8,,,,,
271,∫¿»≠,2024-03-03 14:00,6.8,,,9.0,2.8,,320.0,,52.0,,5.2,-2.3,976.9,,1016.0,,0.3,,,9.0,,,7.0,5.0,,12.0,8.5,,,,,
271,∫¿»≠,2024-03-03 15:00,7.0,,,9.0,1.6,,160.0,,53.0,,5.3,-1.9,976.5,,1015.6,,0.2,,,9.0,,,7.0,3.0,,11.0,8.6,,,,,
271,∫¿»≠,2024-03-03 16:00,6.3,,,9.0,2.6,,320.0,,63.0,,6.0,-0.2,976.5,,1015.7,,0.0,,,9.0,,,7.0,4.0,,8.0,7.0,,,,,
271,∫¿»≠,2024-03-03 17:00,6.0,,,9.0,1.4,,340.0,,67.0,,6.2,0.3,976.4,,1015.6,,0.0,,,9.0,,,7.0,0.0,,,5.3,,,,,
271,∫¿»≠,2024-03-03 18:00,6.1,,0.0,,1.5,,320.0,,64.0,,6.0,-0.2,976.6,,1015.8,,0.0,,,9.0,,,10.0,5.0,,8.0,3.9,,,,,
271,∫¿»≠,2024-03-03 19:00,3.5,,,9.0,1.0,,360.0,,80.0,,6.2,0.3,976.8,,1016.4,,0.0,,,9.0,,,7.0,1.0,,17.0,2.1,,,,,
271,∫¿»≠,2024-03-03 20:00,2.0,,,9.0,0.7,,20.0,,86.0,,6.1,-0.1,977.5,,1017.4,,,9.0,,9.0,,,0.0,0.0,,,0.3,,,,,
271,∫¿»≠,2024-03-03 21:00,5.1,,0.0,,0.9,,270.0,,59.0,,5.2,-2.2,978.0,,1017.5,,,9.0,,9.0,,,0.0,0.0,,,0.3,,,,,
271,∫¿»≠,2024-03-03 22:00,5.4,,,9.0,1.1,,230.0,,53.0,,4.8,-3.4,978.6,,1018.0,,,9.0,,9.0,,,0.0,0.0,,,0.3,,,,,
271,∫¿»≠,2024-03-03 23:00,3.4,,,9.0,1.2,,180.0,,67.0,,5.2,-2.1,979.2,,1018.9,,,9.0,,9.0,,,0.0,0.0,,,0.2,,,,,
271,∫¿»≠,2024-03-04 00:00,2.5,,,9.0,0.8,,180.0,,73.0,,5.4,-1.8,979.5,,1019.4,,,9.0,,9.0,,,0.0,0.0,,,0.1,,,,,
271,∫¿»≠,2024-03-04 01:00,1.1,,,,2.2,,360.0,,79.0,,5.2,-2.1,979.8,,1020.0,,,9.0,,9.0,,,0.0,0.0,,,-0.2,,,,,
271,∫¿»≠,2024-03-04 02:00,0.7,,,,2.3,,360.0,,82.0,,5.3,-2.0,980.4,,1020.6,,,9.0,,9.0,,,0.0,0.0,,,-0.6,,,,,
271,∫¿»≠,2024-03-04 03:00,-0.4,,,,0.1,,0.0,,87.0,,5.2,-2.3,980.4,,1020.8,,,9.0,,9.0,,,0.0,0.0,,,-0.9,,,,,
271,∫¿»≠,2024-03-04 04:00,-1.5,,,,0.2,,0.0,,91.0,,5.0,-2.7,980.9,,1021.5,,,9.0,,9.0,,,0.0,0.0,,,-1.3,,,,,
271,∫¿»≠,2024-03-04 05:00,-2.1,,,,0.0,,0.0,,93.0,,4.9,-3.0,981.3,,1022.0,,,9.0,,9.0,,,0.0,0.0,,,-1.7,,,,,
271,∫¿»≠,2024-03-04 06:00,-2.5,,,,0.3,,0.0,,94.0,,4.8,-3.3,982.2,,1023.0,,,9.0,,9.0,,,5.0,0.0,,,-1.9,,,,,
271,∫¿»≠,2024-03-04 07:00,-2.4,,,,0.3,,0.0,,95.0,,4.9,-3.0,982.9,,1023.7,,0.0,,,9.0,,,0.0,0.0,,,-2.1,,,,,
271,∫¿»≠,2024-03-04 08:00,-1.5,,,,0.0,,0.0,,95.0,,5.2,-2.2,983.8,,1024.5,,0.3,,,9.0,,,0.0,0.0,,,-0.7,,,,,
271,∫¿»≠,2024-03-04 09:00,1.2,,,,0.1,,0.0,,87.0,,5.8,-0.7,984.2,,1024.5,,1.0,,,9.0,,,0.0,0.0,,,0.4,,,,,
271,∫¿»≠,2024-03-04 10:00,4.8,,,,1.2,,140.0,,61.0,,5.3,-2.0,984.2,,1024.0,,1.0,,,9.0,,,0.0,0.0,,,0.7,,,,,
271,∫¿»≠,2024-03-04 11:00,6.4,,,,1.7,,160.0,,47.0,,4.5,-4.1,983.7,,1023.2,,1.0,,,9.0,,,0.0,0.0,,,7.5,,,,,
271,∫¿»≠,2024-03-04 12:00,8.7,,,,1.4,,230.0,,36.0,,4.1,-5.5,982.9,,1021.9,,1.0,,,9.0,,,0.0,0.0,,,14.8,,,,,
271,∫¿»≠,2024-03-04 13:00,9.7,,,,2.8,,230.0,,34.0,,4.1,-5.4,981.8,,1020.7,,1.0,,,9.0,,,0.0,0.0,,,16.1,,,,,
271,∫¿»≠,2024-03-04 14:00,10.6,,,,2.1,,230.0,,35.0,,4.5,-4.2,981.2,,1019.9,,1.0,,,9.0,,,6.0,0.0,,,15.7,,,,,
271,∫¿»≠,2024-03-04 15:00,10.4,,,,2.5,,230.0,,32.0,,4.0,-5.6,980.5,,1019.3,,1.0,,,9.0,,,7.0,0.0,,,12.8,,,,,
271,∫¿»≠,2024-03-04 16:00,10.3,,,,1.7,,230.0,,33.0,,4.1,-5.3,980.4,,1019.2,,0.3,,,9.0,,,9.0,0.0,,,10.3,,,,,
271,∫¿»≠,2024-03-04 17:00,10.4,,,,2.0,,200.0,,35.0,,4.4,-4.4,980.6,,1019.4,,0.0,,,9.0,,,9.0,0.0,,,8.1,,,,,
271,∫¿»≠,2024-03-04 18:00,9.4,,,,1.0,,180.0,,42.0,,5.0,-2.8,981.1,,1020.1,,0.0,,,9.0,,,10.0,0.0,,,5.8,,,,,
271,∫¿»≠,2024-03-04 19:00,6.4,,,,1.6,,360.0,,56.0,,5.4,-1.7,981.6,,1021.0,,0.0,,,9.0,,,9.0,0.0,,,4.0,,,,,
271,∫¿»≠,2024-03-04 20:00,5.2,,,,1.6,,340.0,,65.0,,5.8,-0.8,981.5,,1021.1,,,9.0,,9.0,,,10.0,1.0,,,3.4,,,,,
271,∫¿»≠,2024-03-04 21:00,4.1,,,,1.5,,340.0,,69.0,,5.7,-1.0,981.5,,1021.2,,,9.0,,9.0,,,9.0,0.0,,,2.5,,,,,
271,∫¿»≠,2024-03-04 22:00,4.0,,,,1.2,,340.0,,71.0,,5.8,-0.7,981.5,,1021.2,,,9.0,,9.0,,,10.0,9.0,,39.0,2.6,,,,,
271,∫¿»≠,2024-03-04 23:00,4.0,,,,0.7,,250.0,,73.0,,5.9,-0.4,981.3,,1021.0,,,9.0,,9.0,,,10.0,8.0,,33.0,2.6,,,,,
271,∫¿»≠,2024-03-05 00:00,3.7,,,,1.2,,340.0,,73.0,,5.8,-0.7,980.9,,1020.6,,,9.0,,9.0,,,10.0,7.0,,34.0,2.4,,,,,
271,∫¿»≠,2024-03-05 01:00,3.7,,,,0.2,,0.0,,74.0,,5.9,-0.5,980.7,,1020.4,,,9.0,,9.0,,,10.0,0.0,,,2.4,,,,,
271,∫¿»≠,2024-03-05 02:00,3.6,,,,0.0,,0.0,,76.0,,6.0,-0.2,980.5,,1020.2,,,9.0,,9.0,,,10.0,0.0,,,2.4,,,,,
271,∫¿»≠,2024-03-05 03:00,3.6,,,,0.2,,0.0,,79.0,,6.2,0.2,980.0,,1019.7,,,9.0,,9.0,,,10.0,0.0,,,2.4,,,,,
271,∫¿»≠,2024-03-05 04:00,3.5,,,,0.7,,140.0,,79.0,,6.2,0.1,979.4,,1019.1,,,9.0,,9.0,,,10.0,0.0,,,2.3,,,,,
271,∫¿»≠,2024-03-05 05:00,3.0,,,9.0,1.2,,340.0,,88.0,,6.7,1.2,979.1,,1018.9,,,9.0,,9.0,,,10.0,3.0,,9.0,2.4,,,,,
271,∫¿»≠,2024-03-05 06:00,3.0,,0.2,,0.3,,0.0,,90.0,,6.8,1.5,979.5,,1019.3,,,9.0,,9.0,,,10.0,1.0,,49.0,2.4,,,,,
271,∫¿»≠,2024-03-05 07:00,2.9,,,9.0,0.3,,0.0,,96.0,,7.2,2.3,979.1,,1018.9,,0.0,,,9.0,,,10.0,10.0,,,2.5,,,,,
271,∫¿»≠,2024-03-05 08:00,3.2,,,9.0,0.8,,180.0,,97.0,,7.4,2.7,979.0,,1018.7,,0.0,,,9.0,,,10.0,1.0,,6.0,2.9,,,,,
271,∫¿»≠,2024-03-05 09:00,3.8,,1.5,,0.3,,0.0,,97.0,,7.7,3.3,978.9,,1018.5,,0.0,,,9.0,,,10.0,7.0,,42.0,4.2,,,,,
271,∫¿»≠,2024-03-05 10:00,4.7,,,9.0,0.0,,0.0,,97.0,,8.2,4.2,978.3,,1017.9,,0.0,,,9.0,,,10.0,7.0,,,6.0,,,,,
271,∫¿»≠,2024-03-05 11:00,6.6,,,9.0,1.3,,200.0,,88.0,,8.5,4.7,977.5,,1016.7,,0.0,,,9.0,,,10.0,4.0,,7.0,9.4,,,,,
271,∫¿»≠,2024-03-05 12:00,6.7,,0.5,,1.5,,180.0,,83.0,,8.1,4.0,976.7,,1015.8,,0.0,,,9.0,,,10.0,8.0,,6.0,9.6,,,,,
271,∫¿»≠,2024-03-05 13:00,6.9,,,9.0,0.6,,140.0,,82.0,,8.1,4.0,975.4,,1014.4,,0.0,,,9.0,,,10.0,6.0,,6.0,8.2,,,,,
271,∫¿»≠,2024-03-05 14:00,6.6,,,9.0,1.5,,180.0,,86.0,,8.4,4.4,974.8,,1013.9,,0.0,,,9.0,,,10.0,10.0,,5.0,7.4,,,,,
271,∫¿»≠,2024-03-05 15:00,6.5,,0.4,,0.9,,160.0,,84.0,,8.1,3.9,974.9,,1014.0,,0.0,,,9.0,,,10.0,5.0,,5.0,7.4,,,,,
271,∫¿»≠,2024-03-05 16:00,6.3,,,9.0,1.0,,110.0,,82.0,,7.8,3.4,974.4,,1013.5,,0.0,,,9.0,,,10.0,4.0,,7.0,7.1,,,,,
271,∫¿»≠,2024-03-05 17:00,6.3,,,9.0,2.2,,70.0,,78.0,,7.4,2.7,974.7,,1013.8,,0.0,,,9.0,,,10.0,9.0,,6.0,5.9,,,,,
271,∫¿»≠,2024-03-05 18:00,6.3,,0.1,,1.5,,140.0,,77.0,,7.3,2.5,974.2,,1013.3,,0.0,,,9.0,,,10.0,9.0,,7.0,4.9,,,,,
271,∫¿»≠,2024-03-05 19:00,6.2,,,9.0,1.6,,340.0,,74.0,,7.0,1.9,974.2,,1013.3,,0.0,,,9.0,,,10.0,9.0,,7.0,4.3,,,,,
271,∫¿»≠,2024-03-05 20:00,6.0,,,9.0,1.7,,340.0,,77.0,,7.2,2.2,975.2,,1014.4,,,9.0,,9.0,,,10.0,10.0,,6.0,4.1,,,,,
271,∫¿»≠,2024-03-05 21:00,6.2,,,9.0,1.8,,20.0,,75.0,,7.1,2.0,975.7,,1014.9,,,9.0,,9.0,,,10.0,10.0,,5.0,4.0,,,,,
271,∫¿»≠,2024-03-05 22:00,6.4,,,9.0,2.3,,50.0,,72.0,,6.9,1.7,975.9,,1015.1,,,9.0,,9.0,,,10.0,10.0,,9.0,3.8,,,,,
271,∫¿»≠,2024-03-05 23:00,6.1,,,9.0,2.4,,50.0,,74.0,,7.0,1.8,976.0,,1015.2,,,9.0,,9.0,,,10.0,10.0,,7.0,3.6,,,,,
271,∫¿»≠,2024-03-06 00:00,6.0,,,9.0,2.1,,50.0,,73.0,,6.8,1.5,975.8,,1015.0,,,9.0,,9.0,,,9.0,8.0,,,3.4,,,,,
271,∫¿»≠,2024-03-06 01:00,5.8,,,,2.2,,20.0,,74.0,,6.8,1.5,975.7,,1015.0,,,9.0,,9.0,,,10.0,8.0,,7.0,3.2,,,,,
271,∫¿»≠,2024-03-06 02:00,5.7,,,,1.5,,90.0,,74.0,,6.8,1.4,975.6,,1014.9,,,9.0,,9.0,,,10.0,10.0,,6.0,3.2,,,,,
271,∫¿»≠,2024-03-06 03:00,5.4,,,,1.0,,90.0,,71.0,,6.3,0.5,975.2,,1014.5,,,9.0,,9.0,,,0.0,0.0,,,2.3,,,,,
271,∫¿»≠,2024-03-06 04:00,5.1,,,,2.0,,230.0,,69.0,,6.1,-0.1,975.1,,1014.5,,,9.0,,9.0,,,6.0,1.0,,18.0,1.5,,,,,
271,∫¿»≠,2024-03-06 05:00,5.5,,,,2.9,,360.0,,66.0,,6.0,-0.3,975.7,,1015.0,,,9.0,,9.0,,,0.0,0.0,,,1.1,,,,,
271,∫¿»≠,2024-03-06 06:00,4.4,,,,0.6,,200.0,,72.0,,6.0,-0.2,976.2,,1015.7,,,9.0,,9.0,,,0.0,0.0,,,0.4,,,,,
271,∫¿»≠,2024-03-06 07:00,4.8,,,,4.0,,320.0,,68.0,,5.8,-0.6,976.4,,1015.9,,0.0,,,9.0,,,0.0,0.0,,,0.6,,,,,
271,∫¿»≠,2024-03-06 08:00,5.4,,,,2.2,,360.0,,64.0,,5.8,-0.8,977.4,,1016.8,,0.4,,,9.0,,,0.0,0.0,,,1.7,,,,,
271,∫¿»≠,2024-03-06 09:00,5.9,,,,1.1,,70.0,,59.0,,5.5,-1.5,977.8,,1017.1,,1.0,,,9.0,,,0.0,0.0,,,5.9,,,,,
271,∫¿»≠,2024-03-06 10:00,6.2,,,,2.3,,50.0,,55.0,,5.2,-2.1,977.8,,1017.1,,1.0,,,9.0,,,0.0,0.0,,,9.6,,,,,
271,∫¿»≠,2024-03-06 11:00,6.7,,,,3.0,,50.0,,53.0,,5.2,-2.2,977.6,,1016.8,,1.0,,,9.0,,,4.0,0.0,,,13.2,,,,,
271,∫¿»≠,2024-03-06 12:00,6.6,,,,3.7,,90.0,,54.0,,5.3,-2.0,977.6,,1016.8,,1.0,,,9.0,,,8.0,0.0,,,13.8,,,,,
271,∫¿»≠,2024-03-06 13:00,6.3,,,,4.0,,90.0,,53.0,,5.1,-2.5,977.2,,1016.4,,0.3,,,9.0,,,9.0,6.0,,16.0,11.2,,,,,
271,∫¿»≠,2024-03-06 14:00,5.7,,,,3.5,,70.0,,57.0,,5.2,-2.1,977.1,,1016.4,,0.0,,,9.0,,,10.0,10.0,,15.0,7.7,,,,,
271,∫¿»≠,2024-03-06 15:00,4.9,,,,3.8,,50.0,,60.0,,5.2,-2.2,977.8,,1017.3,,0.0,,,9.0,,,10.0,10.0,,16.0,6.5,,,,,
271,∫¿»≠,2024-03-06 16:00,4.7,,,,3.6,,50.0,,60.0,,5.1,-2.4,978.0,,1017.6,,0.0,,,9.0,,,10.0,10.0,,16.0,5.3,,,,,
271,∫¿»≠,2024-03-06 17:00,4.1,,,,2.5,,90.0,,61.0,,5.0,-2.7,978.1,,1017.7,,0.0,,,9.0,,,10.0,10.0,,16.0,4.9,,,,,
271,∫¿»≠,2024-03-06 18:00,3.5,,,,2.8,,50.0,,65.0,,5.1,-2.4,978.7,,1018.4,,0.0,,,9.0,,,9.0,9.0,,12.0,3.1,,,,,
271,∫¿»≠,2024-03-06 19:00,3.3,,,,2.5,,70.0,,67.0,,5.2,-2.2,979.7,,1019.5,,0.0,,,9.0,,,10.0,10.0,,12.0,2.2,,,,,
271,∫¿»≠,2024-03-06 20:00,3.2,,,,2.4,,50.0,,68.0,,5.2,-2.1,980.1,,1019.9,,,9.0,,9.0,,,10.0,10.0,,12.0,1.8,,,,,
271,∫¿»≠,2024-03-06 21:00,3.1,,,,3.1,,50.0,,67.0,,5.1,-2.4,980.5,,1020.3,,,9.0,,9.0,,,9.0,9.0,,13.0,1.3,,,,,
271,∫¿»≠,2024-03-06 22:00,3.1,,,,1.3,,50.0,,68.0,,5.2,-2.2,980.9,,1020.7,,,9.0,,9.0,,,9.0,7.0,,17.0,1.3,,,,,
271,∫¿»≠,2024-03-06 23:00,2.8,,,,0.1,,0.0,,69.0,,5.2,-2.3,980.7,,1020.6,,,9.0,,9.0,,,9.0,6.0,,11.0,1.1,,,,,
271,∫¿»≠,2024-03-07 00:00,3.0,,,,0.2,,0.0,,69.0,,5.2,-2.1,980.6,,1020.4,,,9.0,,9.0,,,9.0,9.0,,,1.5,,,,,
271,∫¿»≠,2024-03-07 01:00,3.1,,,,0.9,,50.0,,69.0,,5.3,-2.0,980.8,,1020.6,,,9.0,,9.0,,,10.0,10.0,,10.0,1.6,,,,,
271,∫¿»≠,2024-03-07 02:00,3.0,,,,0.9,,70.0,,71.0,,5.4,-1.7,980.9,,1020.8,,,9.0,,9.0,,,9.0,9.0,,11.0,1.6,,,,,
271,∫¿»≠,2024-03-07 03:00,2.6,,,,0.6,,140.0,,75.0,,5.6,-1.3,980.3,,1020.2,,,9.0,,9.0,,,9.0,9.0,,12.0,1.6,,,,,
271,∫¿»≠,2024-03-07 04:00,2.5,,,,1.0,,160.0,,78.0,,5.7,-0.9,979.9,,1019.8,,,9.0,,9.0,,,9.0,9.0,,9.0,1.6,,,,,
271,∫¿»≠,2024-03-07 05:00,2.4,,,,0.4,,0.0,,79.0,,5.8,-0.8,979.9,,1019.8,,,9.0,,9.0,,,9.0,9.0,,11.0,1.6,,,,,
271,∫¿»≠,2024-03-07 06:00,2.2,,0.0,,0.9,,140.0,,83.0,,6.0,-0.3,979.6,,1019.5,,,9.0,,9.0,,,9.0,9.0,,9.0,1.5,,,,,
271,∫¿»≠,2024-03-07 07:00,1.7,,,9.0,0.2,,0.0,,90.0,,6.2,0.2,979.6,,1019.6,,0.0,,,9.0,,,9.0,5.0,,10.0,1.3,,,,,
271,∫¿»≠,2024-03-07 08:00,1.9,,,9.0,0.4,,0.0,,89.0,,6.2,0.2,980.0,,1020.0,,0.0,,,9.0,,,10.0,9.0,,6.0,1.7,,,,,
271,∫¿»≠,2024-03-07 09:00,2.7,,0.1,,1.1,,200.0,,81.0,,6.0,-0.2,980.3,,1020.2,,0.0,,,9.0,,,10.0,10.0,,7.0,3.1,,,,,
271,∫¿»≠,2024-03-07 10:00,3.1,,,9.0,0.7,,320.0,,78.0,,6.0,-0.3,979.5,,1019.3,,0.0,,,9.0,,,9.0,9.0,,8.0,5.2,,,,,
271,∫¿»≠,2024-03-07 11:00,2.9,,,9.0,0.3,,0.0,,76.0,,5.7,-0.9,978.8,,1018.6,,0.0,,,9.0,,,10.0,10.0,,2.0,5.3,,,,,
271,∫¿»≠,2024-03-07 12:00,2.8,,0.2,,0.5,,230.0,,84.0,,6.2,0.3,978.5,,1018.3,,0.0,,,9.0,,,10.0,9.0,,4.0,5.9,,,,,
271,∫¿»≠,2024-03-07 13:00,2.7,,,9.0,0.7,,340.0,,88.0,,6.5,0.9,977.6,,1017.4,,0.0,,,9.0,,,10.0,10.0,,3.0,5.9,,,,,
271,∫¿»≠,2024-03-07 14:00,3.0,,,9.0,0.7,,20.0,,87.0,,6.6,1.0,976.6,,1016.3,,0.0,,,9.0,,,10.0,10.0,,3.0,6.0,,,,,
271,∫¿»≠,2024-03-07 15:00,4.0,,0.3,,0.7,,140.0,,85.0,,6.9,1.7,975.9,,1015.4,,0.0,,,9.0,,,9.0,9.0,,3.0,8.4,,,,,
271,∫¿»≠,2024-03-07 16:00,4.8,,,9.0,2.0,,250.0,,68.0,,5.8,-0.6,975.5,,1014.9,,0.3,,,9.0,,,7.0,6.0,,7.0,8.4,,,,,
271,∫¿»≠,2024-03-07 17:00,5.1,,,9.0,2.5,,320.0,,70.0,,6.1,0.0,975.3,,1014.7,,0.1,,,9.0,,,9.0,9.0,,8.0,6.9,,,,,
271,∫¿»≠,2024-03-07 18:00,4.2,,,9.0,0.2,,0.0,,75.0,,6.2,0.1,975.4,,1014.9,,0.2,,,9.0,,,0.0,0.0,,,4.1,,,,,
271,∫¿»≠,2024-03-07 19:00,1.8,,,9.0,1.1,,360.0,,88.0,,6.1,0.0,975.6,,1015.5,,0.0,,,9.0,,,0.0,0.0,,,1.3,,,,,
271,∫¿»≠,2024-03-07 20:00,0.6,,,9.0,1.0,,360.0,,92.0,,5.9,-0.5,975.9,,1016.0,,,9.0,,9.0,,,0.0,0.0,,,0.6,,,,,
271,∫¿»≠,2024-03-07 21:00,0.9,,,9.0,0.9,,340.0,,84.0,,5.5,-1.5,975.9,,1015.9,,,9.0,,9.0,,,0.0,0.0,,,0.3,,,,,
271,∫¿»≠,2024-03-07 22:00,-0.2,,,9.0,0.3,,0.0,,82.0,,4.9,-2.9,976.1,,1016.3,,,9.0,,9.0,,,0.0,0.0,,,0.0,,,,,
271,∫¿»≠,2024-03-07 23:00,0.7,,,9.0,0.8,,200.0,,78.0,,5.0,-2.7,976.2,,1016.3,,,9.0,,9.0,,,0.0,0.0,,,-0.3,,,,,
271,∫¿»≠,2024-03-08 00:00,-0.3,,,9.0,1.1,,160.0,,80.0,,4.8,-3.3,976.4,,1016.7,,,9.0,,9.0,,,0.0,0.0,,,-0.8,,,,,
271,∫¿»≠,2024-03-08 01:00,1.8,,,,2.1,,250.0,,50.0,,3.5,-7.5,976.2,,1016.1,,,9.0,,9.0,,,0.0,0.0,,,-1.2,,,,,
271,∫¿»≠,2024-03-08 02:00,0.8,,,,1.1,,180.0,,57.0,,3.7,-6.7,976.1,,1016.2,,,9.0,,9.0,,,0.0,0.0,,,-1.6,,,,,
271,∫¿»≠,2024-03-08 03:00,0.1,,,,1.4,,140.0,,61.0,,3.8,-6.5,976.2,,1016.4,,,9.0,,9.0,,,0.0,0.0,,,-2.1,,,,,
271,∫¿»≠,2024-03-08 04:00,-1.3,,,,0.8,,200.0,,71.0,,4.0,-5.8,975.9,,1016.3,,,9.0,,9.0,,,0.0,0.0,,,-2.5,,,,,
271,∫¿»≠,2024-03-08 05:00,-1.9,,,,1.1,,360.0,,73.0,,3.9,-6.1,975.9,,1016.4,,,9.0,,9.0,,,0.0,0.0,,,-2.9,,,,,
271,∫¿»≠,2024-03-08 06:00,-2.2,,,,1.4,,360.0,,75.0,,3.9,-6.0,975.9,,1016.4,,,9.0,,9.0,,,0.0,0.0,,,-3.2,,,,,
271,∫¿»≠,2024-03-08 07:00,-2.9,,,,0.3,,0.0,,78.0,,3.8,-6.2,976.3,,1016.9,,0.0,,,9.0,,,0.0,0.0,,,-3.2,,,,,
271,∫¿»≠,2024-03-08 08:00,-1.5,,,,0.5,,140.0,,73.0,,4.0,-5.7,976.6,,1017.0,,0.5,,,9.0,,,0.0,0.0,,,-1.5,,,,,
271,∫¿»≠,2024-03-08 09:00,1.6,,,,1.0,,20.0,,57.0,,3.9,-6.0,976.4,,1016.3,,1.0,,,9.0,,,0.0,0.0,,,0.6,,,,,
271,∫¿»≠,2024-03-08 10:00,2.6,,,,2.4,,230.0,,49.0,,3.6,-7.0,976.4,,1016.1,,0.5,,,9.0,,,5.0,3.0,,13.0,0.5,,,,,
271,∫¿»≠,2024-03-08 11:00,3.6,,,,2.7,,200.0,,45.0,,3.6,-7.2,976.0,,1015.6,,0.7,,,9.0,,,4.0,4.0,,14.0,3.8,,,,,
271,∫¿»≠,2024-03-08 12:00,4.1,,,,3.0,,270.0,,41.0,,3.3,-8.0,975.6,,1015.1,,0.8,,,9.0,,,4.0,4.0,,15.0,9.5,,,,,
271,∫¿»≠,2024-03-08 13:00,5.4,,,,2.8,,270.0,,32.0,,2.9,-10.0,975.0,,1014.3,,0.9,,,9.0,,,2.0,2.0,,19.0,13.9,,,,,
271,∫¿»≠,2024-03-08 14:00,6.4,,,,3.8,,320.0,,29.0,,2.8,-10.3,974.5,,1013.6,,1.0,,,9.0,,,0.0,0.0,,,13.6,,,,,
271,∫¿»≠,2024-03-08 15:00,6.7,,,,3.1,,320.0,,24.0,,2.4,-12.4,974.5,,1013.5,,1.0,,,9.0,,,0.0,0.0,,,10.3,,,,,
271,∫¿»≠,2024-03-08 16:00,6.5,,,,3.6,,320.0,,23.0,,2.2,-13.1,974.4,,1013.5,,1.0,,,9.0,,,0.0,0.0,,,7.1,,,,,
271,∫¿»≠,2024-03-08 17:00,5.8,,,,2.5,,270.0,,28.0,,2.6,-11.3,974.9,,1014.1,,1.0,,,9.0,,,0.0,0.0,,,6.8,,,,,
271,∫¿»≠,2024-03-08 18:00,4.4,,,,2.8,,290.0,,34.0,,2.8,-10.1,975.7,,1015.2,,0.3,,,9.0,,,0.0,0.0,,,2.3,,,,,
271,∫¿»≠,2024-03-08 19:00,3.6,,,,1.7,,290.0,,39.0,,3.1,-9.0,976.7,,1016.3,,0.0,,,9.0,,,6.0,3.0,,17.0,0.5,,,,,
271,∫¿»≠,2024-03-08 20:00,2.9,,,,1.9,,290.0,,46.0,,3.5,-7.6,977.6,,1017.3,,,9.0,,9.0,,,6.0,6.0,,14.0,0.4,,,,,
271,∫¿»≠,2024-03-08 21:00,2.3,,,,0.8,,290.0,,48.0,,3.5,-7.6,978.3,,1018.2,,,9.0,,9.0,,,6.0,6.0,,13.0,0.5,,,,,
271,∫¿»≠,2024-03-08 22:00,1.7,,,,1.4,,290.0,,50.0,,3.5,-7.6,979.0,,1019.0,,,9.0,,9.0,,,5.0,5.0,,12.0,0.3,,,,,
